UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A1984_2014_TOTAL
4106;Escola Superior de Saúde Egas Moniz;8137;Cardiopneumologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;30;34;21;19;0;0;0;0;0;0;2;1;2;0;4;9
4106;Escola Superior de Saúde Egas Moniz;8139;Anatomia Patológica, Citológica e Tanatológica;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;2;2;2;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;2;1;;;;;;;;;;2;;;;;;;;;;;33;38;25;11;0;0;0;0;0;0;5;1;4;3;2;15
4106;Escola Superior de Saúde Egas Moniz;9497;Análises Clínicas e de Saúde Pública;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;40;46;24;15;0;0;0;0;0;0;0;1;0;1;1;3
4106;Escola Superior de Saúde Egas Moniz;9500;Enfermagem;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;51;48;42;45;34;0;0;0;0;0;0;2;0;0;3;5;10
4106;Escola Superior de Saúde Egas Moniz;9504;Fisioterapia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;1;13;;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;1;3;1;;2;;;;;;;1;;;;;;;;;;;;1;2;;;;;;;;;54;43;54;56;0;0;0;0;0;0;2;4;5;4;15;30
4106;Escola Superior de Saúde Egas Moniz;9505;Radiologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;1;;;1;;;;;;;;1;;2;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;29;40;43;14;0;0;0;0;0;0;1;3;3;2;1;10
4106;Escola Superior de Saúde Egas Moniz;9791;Prótese Dentária;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;;;1;1;5;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;1;;;;1;2;;;;;;1;;;;;1;;;;;;;;;1;;;;;;;;44;34;33;31;22;0;0;0;0;0;2;0;0;3;3;8;16
4106;Escola Superior de Saúde Egas Moniz;9890;Terapia da Fala;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;1;2;5;;;;;;;;;;3;;;;;;;;1;;1;;;;;;;;;;2;;;1;;;;;;;2;;;;;;;;;;;;3;1;;;;;;;;;40;39;29;19;0;0;0;0;0;0;3;5;3;5;6;22
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1023;Análises Clínicas e de Saúde Pública;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;2;1;1;;;;;;;;;;;2;;;;;;;;1;;;1;;;;;;121;52;54;48;42;42;;;;;0;0;2;3;1;4;0;0;0;0;0;10
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1041;Cardiopneumologia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;1;;2;;;;;;;1;;3;;1;;;;;;;45;38;39;47;56;;;;;0;2;0;4;0;5;0;0;0;0;0;11
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1169;Enfermagem;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;95;62;75;78;99;79;;;;;0;1;0;0;6;0;0;0;0;0;0;7
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1359;Farmácia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;1;1;;;;;;;;;;;1;;;;;;2;;;1;;1;;;;;;7;4;22;33;20;38;;;;;3;1;0;3;1;4;0;0;0;0;0;12
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1606;Marketing Farmacêutico;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;10;4;11;4;9;;;;;;0;1;0;1;2;0;0;0;0;0;0;4
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1665;Neurofisiologia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;28;23;22;12;13;;;;;0;1;0;1;1;3;0;0;0;0;0;6
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;1685;Podologia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;;;;2;;;1;;;;;;;;1;;;2;;;;;;;;68;37;48;33;21;26;;;;;6;0;0;4;0;0;0;0;0;0;0;10
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8137;Cardiopneumologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;12;;;;;;;;;;1;;;;;;;;;1;4;1;;;;;;;;1;;1;;;;;;;;;2;;1;;;;;;;;;;2;1;;;;;;;;;35;45;33;11;0;0;0;0;0;0;3;3;7;2;12;27
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8142;Dietética;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;5;;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;0;0;0;0;0;0;0;0;1;1;7;9
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8144;Marketing Farmacêutico;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;11;11;10;2;8;0;0;0;0;0;0;0;0;1;1;0;2
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8145;Neurofisiologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;27;29;8;7;0;0;0;0;0;0;1;1;1;1;2;6
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8179;Secretariado Clínico;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;0;0;0;0;0;0;0;0;1;0;2;3
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;8249;Podologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;27;5;2;1;0;0;0;0;0;0;2;0;1;1;1;5
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;9497;Análises Clínicas e de Saúde Pública;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;1;6;;;;;;;;;;1;;;;;;;;1;1;3;8;;;;;;;;1;2;;;;;;;;;;2;;;;;;;;;;;2;4;2;1;;;;;;;;32;54;27;18;0;0;0;0;0;0;6;7;5;11;6;35
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;9500;Enfermagem;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;1;;;1;20;;;;;;;;2;2;1;;;;;;;;;3;2;6;;;;;;;;2;;5;;3;;;;;;;;1;1;1;;;;;;;;;;1;;;;;;;;;82;72;84;60;0;0;0;0;0;0;3;6;11;9;23;52
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;9504;Fisioterapia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;3;44;;;;;;;;;;2;;;;;;;;;;;6;;;;;;;;;;;3;8;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;35;53;0;0;0;0;0;0;0;0;0;18;53;71
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;9505;Radiologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;2;6;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;0;0;0;0;0;0;0;2;8;10
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;9549;Farmácia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas;;;;;;;;;1;1;7;;;;;;;;;;;1;;;;;;;;;2;3;;;;;;;;1;1;2;1;;;;;;;;1;;;;;;;;;;;;1;1;2;;;;;;;;43;44;49;29;0;0;0;0;0;0;2;2;6;7;8;25
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;M166;Podiatria Clínica;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;5;0;0;0;0;0;0;0;0;0;1;0;1
4108;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Ave;M426;Técnicas Cardiológicas;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;721;Medicina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;0;0;0;0;0;0;0;0;1;0;0;1
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1026;Anatomia Patológica, Citológica e Tanatológica;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;1;2;4;;;;;;;;1;1;1;;;;;;;;;;1;2;1;;;;;;7;32;42;53;52;57;;;;;0;0;3;3;7;6;0;0;0;0;0;19
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1169;Enfermagem;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;99;57;91;87;83;81;;;;;0;0;1;1;0;3;0;0;0;0;0;5
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1364;Fisioterapia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;2;;;;;;;1;;;;;1;;;;;;;;1;;2;;;;;;;139;47;56;55;55;61;;;;;2;0;1;0;4;2;0;0;0;0;0;9
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1685;Podologia;B;Bacharelato;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;85;35;27;33;27;38;;;;;0;0;0;0;1;0;0;0;0;0;0;1
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1685;Podologia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;1;;;1;;;;;;;;;;;1;1;;;;;;3;2;;;;;;;;;;161;59;35;27;26;28;;;;;7;3;0;0;2;1;0;0;0;0;0;13
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;1697;Prótese Dentária;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;;;1;;;;;;2;;;;;1;;;;;;;;2;;;;;;;;;101;17;31;25;14;15;;;;;7;0;3;0;0;2;0;0;0;0;0;12
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;8138;Terapia Ocupacional;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;13;0;0;0;0;0;0;0;0;0;2;11;13
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;8139;Anatomia Patológica, Citológica e Tanatológica;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;1;1;1;3;;;;;;;;;1;2;1;;;;;;;4;1;4;3;;;;;;;;1;1;1;2;;;;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;52;50;53;29;0;0;0;0;0;0;6;5;7;8;4;30
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;8249;Podologia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;49;17;6;6;0;0;0;0;0;0;2;3;1;0;0;6
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;9455;Engenharia Biomédica;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;4;0;0;0;0;0;0;0;0;2;2;0;4
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;9500;Enfermagem;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;1;;4;;;;;;;;;1;1;;;;;;;;1;;;1;;;;;;;;1;;1;2;1;;;;;;;1;;1;;;;;;;;;;;;1;;;;;;;;89;66;70;58;0;0;0;0;0;0;3;0;4;5;5;17
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;9504;Fisioterapia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;1;;8;;;;;;;;;;1;;;;;;;;1;2;7;4;;;;;;;;3;;3;1;2;;;;;;;1;;1;;;;;;;;;;;2;;;;;;;;;61;60;59;51;0;0;0;0;0;0;5;2;14;6;10;37
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;9556;Higiene Oral;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;6;0;0;0;0;0;0;0;0;0;1;2;3
4109;CESPU-Instituto Politécnico de Saúde do Norte - Escola Superior de Saúde do Vale do Sousa;9791;Prótese Dentária;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;;;2;2;1;2;2;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;24;42;30;12;26;0;0;0;0;0;1;2;3;1;5;5;17
4111;Escola Superior de Design;0136;Design;L;Licenciatura;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;5;;1;4;;;;;;;17;2;3;;3;;;;;;;49;2;2;5;2;;;;;;;2671;342;293;277;286;;;;;;101;9;5;6;9;0;0;0;0;0;0;130
4111;Escola Superior de Design;0140;Design;B;Bacharelato;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;11;;;;;;;;;;;449;;;;;;;;;;14;0;0;0;0;0;0;0;0;0;0;14
4111;Escola Superior de Design;4301;Design e Cultura Visual;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;0;0;0;2;0;0;0;0;0;0;0;2
4111;Escola Superior de Design;6436;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;23;21;;0;0;0;0;0;0;0;4;1;0;0;5
4111;Escola Superior de Design;8134;Fotografia e Cultura Visual;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;13;20;27;35;;0;0;0;0;0;0;2;3;4;0;0;9
4111;Escola Superior de Design;9069;Design;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;3;1;;;;;;;;2;1;2;1;;;;;;;1;;;1;;;;;;;;;1;2;2;1;;;;;;;127;230;232;209;190;;0;0;0;0;1;3;4;8;5;0;0;21
4111;Escola Superior de Design;9278;Design e Cultura Visual;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;3;;;;;;;;;;;1;;;;;;;1;;;1;;;;;;;;1;1;1;1;2;;;;;;1;;1;;1;;;;;;;;;2;;;;;;;;;56;43;95;108;33;57;;0;0;0;1;2;4;1;3;6;0;0;17
4111;Escola Superior de Design;M017;Design de Produção;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;13;18;;0;0;0;0;0;0;0;0;4;0;0;4
4112;Escola Superior de Marketing e Publicidade;0558;Marketing e Publicidade;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;;;;321;;;;;;;;;;8;0;0;0;0;0;0;0;0;0;0;8
4112;Escola Superior de Marketing e Publicidade;0563;Marketing e Publicidade;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;3;1;7;;;;;;;;22;4;5;1;;;;;;;;30;6;2;2;;;;;;;;1461;146;128;118;;;;;;;80;13;8;10;0;0;0;0;0;0;0;111
4112;Escola Superior de Marketing e Publicidade;6412;Publicidade;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;11;12;16;11;;0;0;0;0;0;2;1;0;0;0;0;3
4112;Escola Superior de Marketing e Publicidade;6865;Comunicação e Imagem;M;Mestrado;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;5;10;19;;0;0;0;0;0;1;0;0;1;0;0;2
4112;Escola Superior de Marketing e Publicidade;6900;Marketing de Serviços;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;;0;0;0;0;0;0;1;0;0;0;0;1
4112;Escola Superior de Marketing e Publicidade;9206;Marketing e Publicidade;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;3;;2;3;;;;;;;;1;;;1;;;;;;;;1;1;2;1;4;;;;;;;140;84;108;82;118;;0;0;0;0;5;1;4;6;7;0;0;23
4115;Escola Superior de Tecnologias de Fafe;0486;Informática e Gestão;B;Bacharelato;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;216;9;8;;;;;;;;8;0;0;0;0;0;0;0;0;0;0;8
4115;Escola Superior de Tecnologias de Fafe;0546;Línguas e Secretariado de Administração;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;22;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;2
4115;Escola Superior de Tecnologias de Fafe;1121;Contabilidade e Administração;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;21;;;;;;;0;0;1;0;0;0;0;0;0;0;0;1
4115;Escola Superior de Tecnologias de Fafe;1121;Contabilidade e Administração;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;;1;;;;;;;;19;14;24;20;;;;;;;1;2;0;1;0;0;0;0;0;0;0;4
