UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A1984_2014_TOTAL
0600;Universidade de Évora;8251;História e Arqueologia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;6;;;;0;0;0;0;0;0;3;0;0;0;0;3
0600;Universidade de Évora;8258;Arquitectura Paisagista;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9003;Agronomia;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;6;17;8;32;;;;0;0;0;0;1;0;0;0;0;0;0;1
0600;Universidade de Évora;9011;Biologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;1;;2;;;;;;;;;39;33;35;;;;0;0;0;0;2;0;4;0;0;0;0;6
0600;Universidade de Évora;9026;Ciências da Educação;L1;Licenciatura 1.º Ciclo;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;10;;;;0;0;0;0;0;0;2;0;0;0;0;2
0600;Universidade de Évora;9069;Design;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;5;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9081;Economia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;36;50;37;33;;;;0;0;0;1;0;2;3;0;0;0;0;6
0600;Universidade de Évora;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;6;13;19;22;;;;0;0;0;1;0;0;1;0;0;0;0;2
0600;Universidade de Évora;9125;Engenharia Química;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;3;13;9;2;;;;0;0;0;0;0;1;0;0;0;0;0;1
0600;Universidade de Évora;9141;Física;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;3;2;;;;0;0;0;0;0;1;1;0;0;0;0;2
0600;Universidade de Évora;9143;Geografia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;7;10;10;;;;0;0;0;0;1;0;0;0;0;0;0;1
0600;Universidade de Évora;9147;Gestão;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;74;41;42;43;;;;0;0;0;1;0;1;3;0;0;0;0;5
0600;Universidade de Évora;9181;História;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14;14;;;;;0;0;0;0;0;1;0;0;0;0;0;1
0600;Universidade de Évora;9204;Línguas, Literaturas e Culturas;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;17;20;;;;0;0;0;0;2;0;2;0;0;0;0;4
0600;Universidade de Évora;9214;Música;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;23;15;17;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106;29;;;;0;0;0;0;0;1;0;0;0;0;0;1
0600;Universidade de Évora;9223;Química;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;3;10;11;1;;;;0;0;0;0;0;1;0;0;0;0;0;1
0600;Universidade de Évora;9229;Relações Internacionais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;12;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9240;Sociologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;2;;;;;;;;22;43;32;30;;;;0;0;0;3;0;0;4;0;0;0;0;7
0600;Universidade de Évora;9243;Teatro;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;12;12;7;;;;0;0;0;0;1;3;0;0;0;0;0;4
0600;Universidade de Évora;9254;Turismo;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;2;1;;;;;;;;;;;1;;;;;;;;;;1;3;;;;;;;;12;41;38;32;;;;0;0;0;0;1;3;7;0;0;0;0;11
0600;Universidade de Évora;9257;Arquitectura;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;23;;;;0;0;0;0;0;0;4;0;0;0;0;4
0600;Universidade de Évora;9295;Gestão;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9423;Engenharia Geológica;M;Mestrado;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;;;;0;0;0;0;1;0;0;0;0;0;0;1
0600;Universidade de Évora;9463;Psicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;21;;;;0;0;0;0;0;0;4;0;0;0;0;4
0600;Universidade de Évora;9520;Engenharia Agronómica;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;31;5;3;;;;0;0;0;0;3;0;1;0;0;0;0;4
0600;Universidade de Évora;9569;Engenharia Civil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9684;Artes Visuais - Multimédia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;1;9;20;12;;;;0;0;0;1;1;1;1;0;0;0;0;4
0600;Universidade de Évora;9736;Educação Física e Desporto;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;4;17;29;27;;;;0;0;0;0;1;1;4;0;0;0;0;6
0600;Universidade de Évora;9751;Engenharia Mecatrónica;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;11;20;6;7;;;;0;0;0;1;1;0;1;0;0;0;0;3
0600;Universidade de Évora;9818;Ciência e Tecnologia Animal;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;3;40;19;11;;;;0;0;0;0;1;1;0;0;0;0;0;2
0600;Universidade de Évora;9841;Reabilitação Psicomotora;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;0;0;0;0;0;0;1;0;0;0;0;1
0600;Universidade de Évora;9901;Ciências Biofísicas;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;10;;;;;0;0;0;0;0;1;0;0;0;0;0;1
0601;Universidade de Évora - Instituto de Investigação e Formação Avançada;5764;Estudos Teatrais;D;Doutoramento;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;0;0;0;1;0;1
0601;Universidade de Évora - Instituto de Investigação e Formação Avançada;9342;Matemática;D;Doutoramento;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;5;8;0;0;0;0;0;0;0;0;0;0;1;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6007;Análises Químicas Ambientais;M;Mestrado;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;4;0;0;0;0;0;0;0;0;0;2;1;3
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6125;Exercício e Saúde;M;Mestrado;800;Serviços;860;Serviços de Segurança;862;Segurança e Higiene no Trabalho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;8;19;20;0;0;0;0;0;0;0;0;0;1;0;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6362;Engenharia Química;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;;0;0;0;0;0;0;0;0;1;0;0;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6776;Engenharia dos Recursos Hídricos;M;Mestrado;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;2;1;0;0;0;0;0;0;0;0;1;0;0;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6777;Gestão e Conservação dos Recursos Naturais;M;Mestrado;800;Serviços;850;Protecção do Ambiente;852;Ambientes Naturais e Vida Selvagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;7;5;0;0;0;0;0;0;0;0;2;0;0;2
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6780;Modelação Estatística e Análise de Dados;M;Mestrado;400;Ciências, Matemática e Informática;460;Matemática e Estatística;462;Estatística;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;3;0;0;0;0;0;0;0;0;1;1;0;2
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6783;Qualidade e Gestão do Ambiente;M;Mestrado;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;3;3;9;0;0;0;0;0;0;0;0;1;2;0;3
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6951;Psicomotrocidade Relacional;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;8;0;0;0;0;0;0;0;0;0;1;2;3
0602;Universidade de Évora - Escola de Ciências e Tecnologia;6998;Arquitectura Paisagista;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;2;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;9;30;21;0;0;0;0;0;0;0;3;1;2;2;8
0602;Universidade de Évora - Escola de Ciências e Tecnologia;8047;Estudos Básicos em Ciências da Saúde Animal;L1;Licenciatura 1.º Ciclo;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;6;9;0;0;0;0;0;0;0;1;1;0;0;2
0602;Universidade de Évora - Escola de Ciências e Tecnologia;8258;Arquitectura Paisagista;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;17;20;0;0;0;0;0;0;0;3;4;2;0;9
0602;Universidade de Évora - Escola de Ciências e Tecnologia;8262;Biologia Humana;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;13;0;0;0;0;0;0;0;0;1;1;2;4
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9003;Agronomia;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;1;1;1;;;;;;;;1;;1;;;;;;;;;;;2;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;38;27;24;0;0;0;0;0;0;0;3;2;5;1;11
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9011;Biologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;1;;4;;;;;;;;;;1;;;;;;;;;1;3;2;;;;;;;;;1;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;30;43;31;0;0;0;0;0;0;0;2;6;4;6;18
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9015;Bioquímica;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;2;;4;;;;;;;;;1;;;;;;;;;;;2;2;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;18;27;10;0;0;0;0;0;0;0;1;8;2;5;16
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9016;Biotecnologia;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;1;;2;;;;;;;;;;1;;;;;;;;;;1;3;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;15;21;0;0;0;0;0;0;0;0;2;4;3;9
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;3;1;1;;;;;;;;1;;;;;;;;;;;;2;;1;;;;;;;;1;2;;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;10;18;19;0;0;0;0;0;0;0;2;8;2;4;16
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9116;Engenharia Geológica;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;4;3;6;0;0;0;0;0;0;0;0;1;1;1;3
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9119;Engenharia Informática;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;25;12;23;0;0;0;0;0;0;0;1;1;1;1;4
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9143;Geografia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;1;;4;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;14;8;2;0;0;0;0;0;0;0;2;2;1;5;10
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9265;Biologia da Conservação;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;5;8;0;0;0;0;0;0;0;1;1;1;2;5
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9286;Engenharia Informática;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;19;24;12;0;0;0;0;0;0;0;1;2;1;0;4
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9396;Bioquímica;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;12;7;5;0;0;0;0;0;0;0;1;0;1;0;2
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9423;Engenharia Geológica;M;Mestrado;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;4;6;0;0;0;0;0;0;0;0;1;1;0;2
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9442;Química;M;Mestrado;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;4;0;0;0;0;0;0;0;0;0;1;0;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9520;Engenharia Agronómica;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;9;3;0;0;0;0;0;0;0;0;0;0;1;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9569;Engenharia Civil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;6;23;19;0;0;0;0;0;0;0;0;0;4;0;4
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9707;Ciências do Desporto;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;4;;;;;;;;;;;1;;;;;;;;2;1;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;40;26;29;0;0;0;0;0;0;0;3;1;3;5;12
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9736;Educação Física e Desporto;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;0;0;0;1
0602;Universidade de Évora - Escola de Ciências e Tecnologia;9751;Engenharia Mecatrónica;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;13;14;20;0;0;0;0;0;0;0;0;2;2;3;7
