CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
4298;Instituto Superior de Educação e Ciências;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;;1;;1;174;
4298;Instituto Superior de Educação e Ciências;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;1;25;3;11;40;433;
4298;Instituto Superior de Educação e Ciências;1146;Design e Produção Gráfica;BACHARELATO;213;;;;;;1;1;35;
4298;Instituto Superior de Educação e Ciências;1146;Design e Produção Gráfica;LICENCIATURA;213;;;;2;2;1;5;49;
4298;Instituto Superior de Educação e Ciências;1637;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Inglês;LICENCIATURA;144;;;;6;;2;8;59;
4298;Instituto Superior de Educação e Ciências;1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;5;;4;9;109;
4298;Instituto Superior de Educação e Ciências;1731;Segurança e Higiene no Trabalho;LICENCIATURA;862;;;;1;;1;2;104;
4298;Instituto Superior de Educação e Ciências;2855;Educadores de Infância;LICENCIATURA;143;;;;3;3;2;8;646;
4298;Instituto Superior de Educação e Ciências;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;8;;4;12;466;
4298;Instituto Superior de Educação e Ciências;6031;Ciências da Educação;MESTRADO;142;;;;;1;1;2;11;
4298;Instituto Superior de Educação e Ciências;6618;Gestão Integrada da Qualidade, Ambiente e Segurança;MESTRADO;851;;;;;;1;1;10;
4298;Instituto Superior de Educação e Ciências;6639;Ilustração;MESTRADO;213;;1;;;;;1;17;
4298;Instituto Superior de Educação e Ciências;6818;Tecnologias Gráficas;MESTRADO;213;;;;1;;;1;13;
4298;Instituto Superior de Educação e Ciências;6844;Necessidades Educativas Especiais;MESTRADO;142;;;;2;1;1;4;40;
4298;Instituto Superior de Educação e Ciências;6914;Educação Pré-Escolar;MESTRADO;143;;;2;4;1;;7;40;
4298;Instituto Superior de Educação e Ciências;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;3;;;1;1;1;6;16;
4298;Instituto Superior de Educação e Ciências;8187;Engenharia da Segurança do Trabalho;LICENCIATURA;862;;;;5;1;6;12;139;
4298;Instituto Superior de Educação e Ciências;8383;Engenharia da Protecção Civil;LICENCIATURA;582;;;1;1;;2;4;71;
4298;Instituto Superior de Educação e Ciências;9021;Ciências Aeronáuticas;LICENCIATURA;525;;1;;;;;1;48;
4298;Instituto Superior de Educação e Ciências;9073;Design e Produção Gráfica;LICENCIATURA;213;1;;1;1;3;6;12;106;
4298;Instituto Superior de Educação e Ciências;9173;Gestão Hoteleira;LICENCIATURA;811;1;1;;4;1;1;8;58;
4298;Instituto Superior de Educação e Ciências;9281;Educação;MESTRADO;142;;;;1;;;1;16;
4298;Instituto Superior de Educação e Ciências;9550;Segurança e Higiene do Trabalho;LICENCIATURA;862;;;;;;1;1;15;
4298;Instituto Superior de Educação e Ciências;9853;Educação Básica;LICENCIATURA;144;;;;1;1;4;6;163;
4299;Instituto Superior de Educação e Trabalho;9814;Educação - Intervenção Educativa;LICENCIATURA;142;;;;2;;2;4;28;
4300;Instituto Superior de Gestão;0416;Gestão;LICENCIATURA;345;;;;30;9;25;64;1656;
4300;Instituto Superior de Gestão;0491;Informática de Gestão;LICENCIATURA;481;;;;;2;2;4;116;
4300;Instituto Superior de Gestão;9147;Gestão;LICENCIATURA;345;13;3;;14;3;5;38;317;
4300;Instituto Superior de Gestão;9155;Gestão de Informação;LICENCIATURA;345;;;;1;;;1;4;
4300;Instituto Superior de Gestão;9205;Marketing;LICENCIATURA;342;2;;;;;1;3;5;
4300;Instituto Superior de Gestão;9295;Gestão;MESTRADO;345;;;;;;1;1;14;
4300;Instituto Superior de Gestão;M398;Gestão Financeira;MESTRADO;343;2;;;1;;;3;0;
4303;Instituto Superior de Espinho;9173;Gestão Hoteleira;LICENCIATURA;811;;;;4;;1;5;61;
4305;Instituto Superior de Gestão Bancária;0608;Organização e Sistemas;BACHARELATO;481;;;;;1;1;2;115;
4305;Instituto Superior de Gestão Bancária;1487;Gestão e Sistemas de Informação;LICENCIATURA;345;;;;1;;;1;31;
4305;Instituto Superior de Gestão Bancária;1513;Gestão Bancária;BACHARELATO;343;;;;1;;2;3;583;
4305;Instituto Superior de Gestão Bancária;1513;Gestão Bancária;LICENCIATURA;343;;;;4;6;3;13;595;
4305;Instituto Superior de Gestão Bancária;1682;Organização e Sistemas de Informação;LICENCIATURA;345;;;;1;;;1;149;
4305;Instituto Superior de Gestão Bancária;2378;Gestão Bancária;LICENCIATURA;343;;;;2;;1;3;334;
4305;Instituto Superior de Gestão Bancária;9646;Gestão Bancária;LICENCIATURA;343;2;2;;12;7;5;28;575;
4305;Instituto Superior de Gestão Bancária;9647;Gestão e Sistemas de Informação;LICENCIATURA;345;1;;;1;;;2;59;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;0209;Engenharia Alimentar;LICENCIATURA;541;;;;2;1;4;7;85;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;0695;Psicologia;LICENCIATURA;311;1;;;9;4;14;28;157;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;0709;Ciências da Comunicação e Desenvolvimento Intercultural;LICENCIATURA;321;;;;1;;2;3;31;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;0713;Ciências Químicas e do Ambiente;LICENCIATURA;422;;;;;;2;2;49;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;1605;Motricidade Humana;LICENCIATURA;813;;;;4;3;8;15;277;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;6386;Psicologia Clínica e da Saúde;MESTRADO;311;;;;1;;;1;15;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;;;;1;1;1;3;31;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9087;Engenharia Alimentar;LICENCIATURA;541;;;;1;;1;2;12;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9147;Gestão;LICENCIATURA;345;;;;1;1;;2;34;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9219;Psicologia;LICENCIATURA;311;;;;4;1;6;11;106;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9240;Sociologia;LICENCIATURA;312;;;;;1;1;2;13;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9700;Ciências da Comunicação e Marketing;LICENCIATURA;321;1;;;;;1;2;18;
4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;9780;Motricidade Humana;LICENCIATURA;813;2;;;2;;1;5;104;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;0209;Engenharia Alimentar;LICENCIATURA;541;;;;2;;;2;37;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;0737;Engenharia Civil e Ordenamento do Território;LICENCIATURA;582;;;;;1;1;2;24;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;6436;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;MESTRADO;145;;;;;;1;1;29;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;9087;Engenharia Alimentar;LICENCIATURA;541;;;;1;;1;2;5;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;9089;Engenharia Civil;LICENCIATURA;582;;;;2;;;2;26;
4307;Instituto Superior de Estudos Interculturais e Transdisciplinares - Mirandela;9780;Motricidade Humana;LICENCIATURA;813;;;1;2;;1;4;44;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;0695;Psicologia;LICENCIATURA;311;1;;;21;12;16;50;323;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;0713;Ciências Químicas e do Ambiente;LICENCIATURA;422;;;;;;1;1;16;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;0718;Economia e Gestão;LICENCIATURA;314;;;;;1;3;4;22;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;0737;Engenharia Civil e Ordenamento do Território;LICENCIATURA;582;;;;;;2;2;13;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;1605;Motricidade Humana;LICENCIATURA;813;;1;1;9;7;4;22;255;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4455;Gestão de Recursos Humanos;MESTRADO;345;;;;;1;;1;7;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;6386;Psicologia Clínica e da Saúde;MESTRADO;311;2;;1;2;1;1;7;59;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;;;;3;;1;4;77;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;6837;Pedagogia do Instrumento;MESTRADO;212;;;;1;;;1;11;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;6977;Psicologia do Desenvolvimento e da Educação;MESTRADO;142;1;;;;;;1;6;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;9089;Engenharia Civil;LICENCIATURA;582;;;1;;;;1;15;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;9147;Gestão;LICENCIATURA;345;;;;;2;;2;9;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;9219;Psicologia;LICENCIATURA;311;3;;;3;1;3;10;121;
4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;9780;Motricidade Humana;LICENCIATURA;813;;;2;;;1;3;49;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;1493;Gestão de Hotelaria e Turismo;LICENCIATURA;345;;;;;;1;1;6;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;1605;Motricidade Humana;LICENCIATURA;813;;;;;1;1;2;14;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;8301;Engenharia de Petróleos - Refinação;LICENCIATURA;524;;;;2;;;2;5;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;8406;Engenharia de Segurança no Trabalho;LICENCIATURA;862;;1;;1;;1;3;25;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;9157;Gestão de Recursos Humanos;LICENCIATURA;345;1;;1;2;;3;7;11;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;9674;Ambiente, Segurança e Higiene do Trabalho;LICENCIATURA;862;;;;1;2;3;6;35;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;9765;Gestão de Hotelaria e Turismo;LICENCIATURA;345;;;;;1;2;3;23;
4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;9780;Motricidade Humana;LICENCIATURA;813;;;1;1;;2;4;23;
4310;Instituto Superior de Humanidades e Tecnologias de Lisboa;0064;Biotecnologia;BACHARELATO;524;;;;2;;5;7;224;
4310;Instituto Superior de Humanidades e Tecnologias de Lisboa;0118;Contabilidade e Administração;BACHARELATO;344;;;;2;;2;4;513;
4310;Instituto Superior de Humanidades e Tecnologias de Lisboa;0140;Design;BACHARELATO;214;;;;;;2;2;165;
4310;Instituto Superior de Humanidades e Tecnologias de Lisboa;0442;Gestão de Empresas Turísticas e Hoteleiras;BACHARELATO;345;;;;1;;2;3;122;
4310;Instituto Superior de Humanidades e Tecnologias de Lisboa;0675;Manutenção do Automóvel;BACHARELATO;525;;;;;1;;1;7;
4311;Instituto Superior de Humanidades e Tecnologias (Castelo Branco);0064;Biotecnologia;BACHARELATO;524;;;;1;3;1;5;144;
4311;Instituto Superior de Humanidades e Tecnologias (Castelo Branco);0760;Sociologia Aplicada;BACHARELATO;312;;;;;;1;1;94;
4312;Instituto Superior de Humanidades e Tecnologias (Marinha Grande);0652;Produção Industrial;BACHARELATO;521;;;;;1;1;2;61;
4314;Instituto Superior de Humanidades e Tecnologias (Portimão);0760;Sociologia Aplicada;BACHARELATO;312;;;;;;1;1;112;
4350;Universidade Europeia;0045;Assistente de Administração;BACHARELATO;346;;;;;;1;1;0;
4350;Universidade Europeia;0046;Assessoria de Direcção;LICENCIATURA;346;;;;11;4;18;33;486;
4350;Universidade Europeia;0441;Gestão de Empresas;LICENCIATURA;345;;;;24;12;34;70;1370;
4350;Universidade Europeia;0450;Gestão de Recursos Humanos e Psicologia do Trabalho;LICENCIATURA;345;;;;2;3;19;24;350;
4350;Universidade Europeia;0491;Informática de Gestão;LICENCIATURA;481;;;;8;7;8;23;664;
4350;Universidade Europeia;0550;Línguas e Turismo;BACHARELATO;812;;;;2;1;7;10;193;
4350;Universidade Europeia;0562;Marketing;LICENCIATURA;342;;;;9;6;3;18;238;
4350;Universidade Europeia;0576;Gestão de Recursos Humanos e Organização Estratégica;LICENCIATURA;345;;1;;11;8;24;44;555;
4350;Universidade Europeia;0577;Matemáticas Aplicadas;LICENCIATURA;461;;;;1;;;1;78;
4350;Universidade Europeia;0719;Turismo;LICENCIATURA;812;3;;1;5;3;5;17;280;
4350;Universidade Europeia;0745;Secretariado;BACHARELATO;346;;;;16;8;40;64;616;
4350;Universidade Europeia;0795;Tradutores e Intérpretes;BACHARELATO;222;;;;1;2;9;12;254;
4350;Universidade Europeia;0799;Tradução;LICENCIATURA;222;;;;19;7;21;47;750;
4350;Universidade Europeia;0805;Turismo;BACHARELATO;812;;;;5;11;23;39;758;
4350;Universidade Europeia;2048;Assessoria de Administração;LICENCIATURA;346;;;;8;4;6;18;268;
4350;Universidade Europeia;2604;Organização e Gestão Turística;LICENCIATURA;812;;;;2;;2;4;183;
4350;Universidade Europeia;8148;Gestão da Segurança e Protecção Civil;LICENCIATURA;345;1;;;;;;1;65;
4350;Universidade Europeia;8286;Sistemas de Informação, Web e Multimédia;LICENCIATURA;481;;;;1;;1;2;4;
4350;Universidade Europeia;9152;Gestão de Empresas;LICENCIATURA;345;9;;1;11;2;1;24;188;
4350;Universidade Europeia;9158;Gestão de Recursos Humanos e Organização Estratégica;LICENCIATURA;345;7;;;8;1;4;20;181;
4350;Universidade Europeia;9173;Gestão Hoteleira;LICENCIATURA;811;17;1;1;14;2;;35;161;
4350;Universidade Europeia;9186;Informática de Gestão;LICENCIATURA;481;;;;1;;;1;84;
4350;Universidade Europeia;9208;Marketing, Publicidade e Relações Públicas;LICENCIATURA;342;6;4;;21;2;5;38;175;
4350;Universidade Europeia;9235;Secretariado e Comunicação Empresarial;LICENCIATURA;346;;;;4;1;2;7;77;
4350;Universidade Europeia;9254;Turismo;LICENCIATURA;812;5;1;1;7;1;2;17;214;
4350;Universidade Europeia;9299;Gestão de Recursos Humanos;MESTRADO;345;;;;;1;;1;15;
4350;Universidade Europeia;M031;Empreendedorismo e Gestão de Inovação;MESTRADO;345;;;1;1;;;2;7;
4351;Instituto Superior de Línguas e Administração de Bragança;0083;Ciências Empresariais;LICENCIATURA;345;;;;2;;7;9;171;
4351;Instituto Superior de Línguas e Administração de Bragança;0186;Educação Física e Animação Social;LICENCIATURA;813;;;;3;1;2;6;73;
4351;Instituto Superior de Línguas e Administração de Bragança;0491;Informática de Gestão;LICENCIATURA;481;;;;16;4;9;29;295;
4351;Instituto Superior de Línguas e Administração de Bragança;0704;Psicologia Organizacional;LICENCIATURA;311;;;;13;6;16;35;188;
4351;Instituto Superior de Línguas e Administração de Bragança;0745;Secretariado;BACHARELATO;346;;;;;;4;4;91;
4351;Instituto Superior de Línguas e Administração de Bragança;9186;Informática de Gestão;LICENCIATURA;481;;;;;;2;2;8;
4351;Instituto Superior de Línguas e Administração de Bragança;9219;Psicologia;LICENCIATURA;311;1;;1;2;;3;7;68;
4351;Instituto Superior de Línguas e Administração de Bragança;9236;Segurança e Higiene no Trabalho;LICENCIATURA;862;;;;2;;3;5;39;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0045;Assistente de Administração;BACHARELATO;346;;;;;;2;2;23;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0108;Comunicação;BACHARELATO;321;;;;1;;3;4;67;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0192;Engenharia Electrotécnica Industrial;LICENCIATURA;522;;;;;1;;1;27;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0441;Gestão de Empresas;LICENCIATURA;345;;;;12;4;23;39;739;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0452;Gestão de Recursos Humanos;BACHARELATO;345;;;;;1;;1;55;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;;11;7;8;26;407;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0490;Informática de Gestão;BACHARELATO;481;;;;1;;1;2;23;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0491;Informática de Gestão;LICENCIATURA;481;;;;5;2;9;16;288;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0719;Turismo;LICENCIATURA;812;;;;1;;;1;10;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0775;Tradução e Interpretação em Línguas Modernas;LICENCIATURA;222;;;;3;2;1;6;70;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0785;Comunicação;LICENCIATURA;321;;;;9;7;9;25;207;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;0798;Tradução;BACHARELATO;222;;;;;;1;1;39;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;8187;Engenharia da Segurança do Trabalho;LICENCIATURA;862;;;;2;1;4;7;33;
4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;9157;Gestão de Recursos Humanos;LICENCIATURA;345;1;;;1;;3;5;84;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0045;Assistente de Administração;BACHARELATO;346;;;;;;1;1;9;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0083;Ciências Empresariais;LICENCIATURA;345;;;;3;5;6;14;289;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0098;Ciências da Tradução e Cultura Comparada;LICENCIATURA;222;;;;8;3;4;15;171;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0187;Gestão de Sistemas de Informação e Multimédia;LICENCIATURA;481;;;;2;;2;4;79;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0441;Gestão de Empresas;LICENCIATURA;345;;;;3;7;22;32;216;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0450;Gestão de Recursos Humanos e Psicologia do Trabalho;LICENCIATURA;345;;;;32;14;66;112;967;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0704;Psicologia Organizacional;LICENCIATURA;311;;1;1;2;2;7;13;76;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0719;Turismo;LICENCIATURA;812;;;;1;1;3;5;25;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0745;Secretariado;BACHARELATO;346;;;;2;;2;4;87;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0785;Comunicação;LICENCIATURA;321;;;3;4;4;17;28;143;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;0793;Tradutores;BACHARELATO;222;;;;;;1;1;54;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;1095;Ciências da Tradução;LICENCIATURA;222;;;1;1;3;4;9;60;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;6326;Psicologia da Educação;MESTRADO;142;;;1;1;1;1;4;101;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;8187;Engenharia da Segurança do Trabalho;LICENCIATURA;862;;;;6;3;9;18;97;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;8382;Engenharia de Sistemas Multimédia;LICENCIATURA;523;1;;1;2;;1;5;54;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9050;Comunicação;LICENCIATURA;321;1;;4;2;2;2;11;70;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9152;Gestão de Empresas;LICENCIATURA;345;1;1;1;1;;2;6;87;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9157;Gestão de Recursos Humanos;LICENCIATURA;345;1;;1;4;4;11;21;152;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9219;Psicologia;LICENCIATURA;311;;;;;3;5;8;56;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9254;Turismo;LICENCIATURA;812;8;1;;9;2;3;23;74;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9299;Gestão de Recursos Humanos;MESTRADO;345;;;;1;1;;2;4;
4353;Instituto Superior de Línguas e Administração de Vila Nova de Gaia;9626;Sistemas de Informação e Multimédia;LICENCIATURA;481;;;;1;;;1;14;
4354;Instituto Superior de Línguas e Administração de Leiria;0046;Assessoria de Direcção;LICENCIATURA;346;;;;1;;2;3;40;
4354;Instituto Superior de Línguas e Administração de Leiria;0407;Gestão de Recursos Humanos e Psicologia do Trabalho;BACHARELATO;345;;;;;1;;1;114;
4354;Instituto Superior de Línguas e Administração de Leiria;0441;Gestão de Empresas;LICENCIATURA;345;;;;10;8;6;24;538;
4354;Instituto Superior de Línguas e Administração de Leiria;0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;;11;4;5;20;278;
4354;Instituto Superior de Línguas e Administração de Leiria;0491;Informática de Gestão;LICENCIATURA;481;;;;2;;3;5;148;
4354;Instituto Superior de Línguas e Administração de Leiria;0512;Engenharia da Energia e do Ambiente;LICENCIATURA;522;;;;8;4;5;17;158;
4354;Instituto Superior de Línguas e Administração de Leiria;0564;Marketing e Comércio Internacional;LICENCIATURA;342;;;;1;1;;2;75;
4354;Instituto Superior de Línguas e Administração de Leiria;0697;Psicologia Social e das Organizações;LICENCIATURA;311;;;;12;5;15;32;229;
4354;Instituto Superior de Línguas e Administração de Leiria;0719;Turismo;LICENCIATURA;812;;;;1;1;;2;10;
4354;Instituto Superior de Línguas e Administração de Leiria;0745;Secretariado;BACHARELATO;346;;;;;;1;1;74;
4354;Instituto Superior de Línguas e Administração de Leiria;0793;Tradutores;BACHARELATO;222;;;;;1;;1;43;
4354;Instituto Superior de Línguas e Administração de Leiria;0799;Tradução;LICENCIATURA;222;;;;6;3;3;12;139;
4354;Instituto Superior de Línguas e Administração de Leiria;6898;Psicologia Social e Organizacional;MESTRADO;311;;1;;1;;1;3;9;
4354;Instituto Superior de Línguas e Administração de Leiria;8187;Engenharia da Segurança do Trabalho;LICENCIATURA;862;1;;1;3;2;1;8;59;
4354;Instituto Superior de Línguas e Administração de Leiria;9152;Gestão de Empresas;LICENCIATURA;345;;1;;2;;3;6;76;
4354;Instituto Superior de Línguas e Administração de Leiria;9157;Gestão de Recursos Humanos;LICENCIATURA;345;1;;;2;2;2;7;37;
4354;Instituto Superior de Línguas e Administração de Leiria;9219;Psicologia;LICENCIATURA;311;2;1;;2;3;6;14;154;
4354;Instituto Superior de Línguas e Administração de Leiria;9254;Turismo;LICENCIATURA;812;;;;;1;1;2;10;
4354;Instituto Superior de Línguas e Administração de Leiria;M448;Gestão de Prevenção de Riscos Laborais;MESTRADO;862;;;;;;1;1;4;
4358;Instituto Superior da Maia;0114;Contabilidade;LICENCIATURA;344;;;;1;1;1;3;38;
4358;Instituto Superior da Maia;0116;Contabilidade;BACHARELATO;344;;;;;1;2;3;104;
4358;Instituto Superior da Maia;0177;Educação Física e Desporto;LICENCIATURA;813;1;2;1;63;36;46;149;1997;
4358;Instituto Superior da Maia;0400;Gestão de Pequenas e Médias Empresas;BACHARELATO;345;;;;1;;1;2;94;
4358;Instituto Superior da Maia;0441;Gestão de Empresas;LICENCIATURA;345;;;2;4;2;3;11;67;
4358;Instituto Superior da Maia;0455;Gestão de Recursos Humanos;LICENCIATURA;345;;;1;6;5;8;20;142;
4358;Instituto Superior da Maia;0491;Informática de Gestão;LICENCIATURA;481;;;;1;1;1;3;35;
4358;Instituto Superior da Maia;0575;Gestão do Desporto;LICENCIATURA;345;;;1;5;5;10;21;233;
4358;Instituto Superior da Maia;0695;Psicologia;LICENCIATURA;311;2;1;1;54;43;74;175;1306;
4358;Instituto Superior da Maia;0734;Relações Públicas;BACHARELATO;342;;;;1;;3;4;134;
4358;Instituto Superior da Maia;0753;Segurança no Trabalho;LICENCIATURA;862;;;;7;4;9;20;220;
4358;Instituto Superior da Maia;0758;Tecnologias de Comunicação Multimédia;LICENCIATURA;213;;;;5;8;4;17;105;
4358;Instituto Superior da Maia;0764;Solicitadoria e Assessoria Jurídica;BACHARELATO;380;;;;6;3;12;21;423;
4358;Instituto Superior da Maia;1020;Aconselhamento Psicossocial;LICENCIATURA;762;;;;6;3;7;16;175;
4358;Instituto Superior da Maia;1119;Contabilidade;BACHARELATO;344;;;;;;2;2;146;
4358;Instituto Superior da Maia;1119;Contabilidade;LICENCIATURA;344;;;;8;7;7;22;272;
4358;Instituto Superior da Maia;1515;Gestão de Empresas;BACHARELATO;345;;;;1;;;1;119;
4358;Instituto Superior da Maia;1515;Gestão de Empresas;LICENCIATURA;345;;;;3;3;3;9;109;
4358;Instituto Superior da Maia;1551;Gestão de Recursos Humanos;BACHARELATO;345;;;1;;1;2;4;303;
4358;Instituto Superior da Maia;1551;Gestão de Recursos Humanos;LICENCIATURA;345;;;;7;4;18;29;281;
4358;Instituto Superior da Maia;1572;Informática de Gestão;LICENCIATURA;481;;;;;1;4;5;114;
4358;Instituto Superior da Maia;1715;Relações Públicas;LICENCIATURA;342;;;;3;2;6;11;81;
4358;Instituto Superior da Maia;1718;Relações Públicas;BACHARELATO;342;;;;;1;;1;224;
4358;Instituto Superior da Maia;1718;Relações Públicas;LICENCIATURA;342;;;;4;8;18;30;226;
4358;Instituto Superior da Maia;1734;Solicitadoria;LICENCIATURA;380;;;;3;1;4;8;119;
4358;Instituto Superior da Maia;2117;Contabilidade;LICENCIATURA;344;;;;3;1;8;12;190;
4358;Instituto Superior da Maia;2440;Gestão de Pequenas e Médias Empresas;LICENCIATURA;345;;;;2;1;1;4;87;
4358;Instituto Superior da Maia;2445;Gestão de Recursos Humanos;LICENCIATURA;345;;;;2;2;6;10;107;
4358;Instituto Superior da Maia;2464;Informática de Gestão;LICENCIATURA;481;;;;1;2;1;4;92;
4358;Instituto Superior da Maia;2680;Relações Públicas;LICENCIATURA;342;;;;4;2;3;9;212;
4358;Instituto Superior da Maia;6386;Psicologia Clínica e da Saúde;MESTRADO;311;7;10;10;23;9;14;73;228;
4358;Instituto Superior da Maia;6409;Psicologia da Justiça;MESTRADO;311;7;1;3;8;;2;21;78;
4358;Instituto Superior da Maia;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;19;1;8;18;11;8;65;585;
4358;Instituto Superior da Maia;8187;Engenharia da Segurança do Trabalho;LICENCIATURA;862;2;;;1;;6;9;116;
4358;Instituto Superior da Maia;8317;Gestão da Qualidade, Ambiente e Segurança;LICENCIATURA;862;3;;;;;1;4;6;
4358;Instituto Superior da Maia;8404;Artes e Multimédia;LICENCIATURA;213;2;;;;;;2;0;
4358;Instituto Superior da Maia;9001;Aconselhamento Psicossocial;LICENCIATURA;762;1;;;1;;1;3;45;
4358;Instituto Superior da Maia;9023;Ciências da Comunicação;LICENCIATURA;321;22;8;8;13;6;5;62;149;
