CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;2;1;;3;168;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6083;Educação Ambiental;MESTRADO;142;;;;;;1;1;9;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6405;Ensino de Educação Visual e Tecnológica no Ensino Básico;MESTRADO;146;;;;;1;;1;19;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6406;Ensino de Educação Musical no Ensino Básico;MESTRADO;146;;;;1;;;1;6;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6795;Ensino de Inglês e de Espanhol no Ensino Básico;MESTRADO;145;;;;1;1;;2;3;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6914;Educação Pré-Escolar;MESTRADO;143;1;;;1;;;2;32;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;4;;2;2;;;8;19;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6924;Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;;1;1;;;1;3;13;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;6925;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;MESTRADO;144;1;3;;;1;2;7;20;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;8323;Línguas Estrangeiras: Inglês e Espanhol;LICENCIATURA;222;;;;;1;1;2;5;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;8374;Línguas para Relações Internacionais;LICENCIATURA;347;1;;;1;;;2;6;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9082;Educação Ambiental;LICENCIATURA;142;3;2;1;1;1;5;13;70;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9084;Educação Social;LICENCIATURA;762;41;7;18;25;12;24;127;471;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9197;Línguas e Relações Internacionais;LICENCIATURA;347;2;;1;2;;2;7;42;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9214;Música;LICENCIATURA;212;3;;;3;;;6;28;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9284;Educação Social;MESTRADO;762;;;1;2;;;3;8;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9563;Desporto;LICENCIATURA;813;16;;6;8;1;6;37;144;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9853;Educação Básica;LICENCIATURA;144;6;1;4;5;1;;17;133;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9898;Arte e Design;LICENCIATURA;211;12;4;1;4;;3;24;38;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;9933;Animação e Produção Artística;LICENCIATURA;212;10;;3;4;1;5;23;57;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;M083;TIC - Educação e Formação;MESTRADO;481;;;;1;;;1;16;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;M322;Ensino das Ciências;MESTRADO;145;;;;;;1;1;13;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;0118;Contabilidade e Administração;BACHARELATO;344;;;;;;3;3;126;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;0232;Engenharia Civil;BACHARELATO;582;;;;;1;;1;33;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;0490;Informática de Gestão;BACHARELATO;481;;;;;;1;1;50;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1121;Contabilidade e Administração;BACHARELATO;344;;;;1;;2;3;218;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1121;Contabilidade e Administração;LICENCIATURA;344;1;;;2;3;7;13;198;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1245;Engenharia Civil;BACHARELATO;582;;;1;1;2;2;6;256;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1245;Engenharia Civil;LICENCIATURA;582;;;;8;5;9;22;145;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1398;Engenharia Electrotécnica;LICENCIATURA;522;;;;1;2;4;7;59;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1452;Engenharia Informática;BACHARELATO;523;;;;;2;1;3;99;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1452;Engenharia Informática;LICENCIATURA;523;;;;2;;3;5;61;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1463;Engenharia Mecânica;LICENCIATURA;521;;;;1;;2;3;52;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1484;Engenharia Química;LICENCIATURA;524;;1;4;4;1;7;17;125;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1515;Gestão de Empresas;LICENCIATURA;345;;;;3;3;4;10;95;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1553;Gestão e Engenharia Industrial;LICENCIATURA;345;;;;1;1;1;3;5;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1572;Informática de Gestão;BACHARELATO;481;;;;;2;;2;116;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;1572;Informática de Gestão;LICENCIATURA;481;;;1;7;1;3;12;92;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;2053;Auditoria e Controlo de Gestão;LICENCIATURA;344;;;;;;1;1;31;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;6362;Engenharia Química;MESTRADO;524;1;;1;2;;2;6;41;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;6395;Contabilidade e Finanças;MESTRADO;344;;;;;;1;1;2;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;6686;Sistemas de Informação;MESTRADO;481;;;;1;;;1;26;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;6793;Energias Renováveis e Eficiência Energética;MESTRADO;522;1;;;;;1;2;23;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9056;Contabilidade;LICENCIATURA;344;10;;3;11;6;9;39;271;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9089;Engenharia Civil;LICENCIATURA;582;12;3;3;6;5;11;40;241;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9104;Engenharia e Gestão Industrial;LICENCIATURA;529;;;;;1;1;2;30;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9109;Engenharia Electrotécnica;LICENCIATURA;522;1;;2;1;;3;7;127;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9112;Engenharia Electrotécnica e de Computadores;LICENCIATURA;523;6;;;1;;;7;0;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9119;Engenharia Informática;LICENCIATURA;523;7;1;3;2;;3;16;144;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9123;Engenharia Mecânica;LICENCIATURA;521;10;;4;2;1;2;19;167;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9125;Engenharia Química;LICENCIATURA;524;;;1;1;;1;3;83;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9126;Engenharia Química e Biológica;LICENCIATURA;524;1;;3;3;;2;9;50;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9147;Gestão;LICENCIATURA;345;21;4;7;6;6;7;51;180;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9186;Informática de Gestão;LICENCIATURA;481;6;1;5;1;2;2;17;76;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9455;Engenharia Biomédica;LICENCIATURA;524;10;2;5;1;2;;20;104;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9572;Engenharia Industrial;MESTRADO;521;3;;;;1;;4;26;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;9910;Engenharia de Energias Renováveis;LICENCIATURA;522;8;;2;;;;10;36;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;M042;Gestão das Organizações;MESTRADO;345;;;1;;;;1;17;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;M323;Engenharia da Construção;MESTRADO;582;;;;;1;;1;10;
3043;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;M324;Tecnologia Biomédica;MESTRADO;524;7;3;1;;;;11;23;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1121;Contabilidade e Administração;LICENCIATURA;344;;;;3;;;3;88;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1521;Gestão Sociocultural;LICENCIATURA;345;;;;2;;1;3;19;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1554;Gestão e Administração Pública;LICENCIATURA;345;;;;1;;1;2;23;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1572;Informática de Gestão;LICENCIATURA;481;;;;2;;;2;32;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1580;Informática e Comunicações;LICENCIATURA;481;;;;;;1;1;6;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1679;Planeamento e Gestão em Turismo;LICENCIATURA;812;;;;2;1;2;5;37;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;1771;Tecnologias da Comunicação;LICENCIATURA;213;;;;;;1;1;7;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;8309;Design de Jogos Digitais;LICENCIATURA;213;3;;1;;;;4;6;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9165;Gestão e Administração Pública;LICENCIATURA;345;7;3;4;5;5;3;27;186;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9176;Gestão Sociocultural;LICENCIATURA;345;;;2;2;3;4;11;69;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9180;Guia Intérprete;LICENCIATURA;812;;;;;;2;2;9;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9188;Informática e Comunicações;LICENCIATURA;481;4;;2;1;;1;8;35;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9205;Marketing;LICENCIATURA;342;5;1;4;7;1;;18;45;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9213;Multimédia;LICENCIATURA;213;3;1;2;2;;2;10;42;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9242;Solicitadoria;LICENCIATURA;380;25;1;11;12;6;13;68;280;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9247;Tecnologias da Comunicação;LICENCIATURA;213;1;1;2;5;3;6;18;110;
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9254;Turismo;LICENCIATURA;812;2;1;4;5;;5;17;72;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0211;Engenharia de Produção Animal;BACHARELATO;621;;;;1;1;;2;120;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0263;Engenharia de Produção Florestal;BACHARELATO;623;;;;;1;3;4;143;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0548;Engenharia de Ordenamento dos Recursos Naturais;BACHARELATO;851;;;;;1;2;3;87;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0554;Maquinaria Agrícola;BACHARELATO;525;;;;;1;1;2;67;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0643;Produção Agrícola;BACHARELATO;621;;;;4;2;1;7;161;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0647;Produção Animal;BACHARELATO;621;;;;;;2;2;177;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0651;Produção Florestal;BACHARELATO;623;;;;2;;;2;98;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0832;Engenharia de Produção Agrícola;BACHARELATO;621;;;;3;;4;7;192;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1231;Engenharia Biológica e Alimentar;LICENCIATURA;541;;;;3;1;2;6;79;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1254;Engenharia das Ciências Agrárias e Ambiente;LICENCIATURA;621;;;;2;;1;3;57;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1297;Engenharia da Produção Animal;BACHARELATO;621;;;;;;1;1;6;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1304;Engenharia de Ordenamento dos Recursos Naturais;LICENCIATURA;851;;;;;1;1;2;84;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1326;Engenharia dos Recursos Naturais e Ambiente;BACHARELATO;851;;;;;;1;1;35;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1326;Engenharia dos Recursos Naturais e Ambiente;LICENCIATURA;851;;;;1;2;7;10;59;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1356;Engenharia Zootécnica;LICENCIATURA;621;;;;2;;1;3;45;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1425;Engenharia das Ciências Agrárias;BACHARELATO;621;;;1;2;;1;4;473;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1425;Engenharia das Ciências Agrárias;LICENCIATURA;621;;;;5;3;4;12;322;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1432;Engenharia Florestal;LICENCIATURA;623;;;;;2;4;6;164;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;6868;Gestão Agro-Ambiental de Solos e Resíduos;MESTRADO;852;;;;;;1;1;5;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;8397;Engenharia de Protecção Civil;LICENCIATURA;623;4;1;1;2;;3;11;41;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9085;Enfermagem Veterinária;LICENCIATURA;640;5;2;3;6;2;2;20;70;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9086;Engenharia Agronómica;LICENCIATURA;621;1;;;4;3;7;15;175;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9101;Engenharia dos Recursos Naturais e Ambiente;LICENCIATURA;851;;;;1;2;4;7;86;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9218;Protecção Civil;LICENCIATURA;861;;;;2;1;2;5;62;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9482;Nutrição Humana e Qualidade Alimentar;LICENCIATURA;541;9;5;9;5;3;5;36;106;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9742;Engenharia Biológica e Alimentar;LICENCIATURA;541;9;6;8;7;1;7;38;222;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;M213;Sistemas de Informação Geográfica em Recursos Agro-Florestais e Ambientais;MESTRADO;443;;;;;1;;1;2;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;M214;Monitorização de Riscos e Impactes Ambientais;MESTRADO;851;;;;;;1;1;8;
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;M453;Inovação e Qualidade na Produção Alimentar;MESTRADO;541;;;;;;1;1;1;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0545;Línguas e Secretariado;BACHARELATO;346;;;;1;;;1;45;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0625;Educação de Infância;LICENCIATURA;143;;;;21;3;15;39;350;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0667;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;LICENCIATURA;144;;;;1;;1;2;175;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0676;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;;2;1;3;145;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0680;Professores do 2.º c. do Ens. Básico, v. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;;;1;1;183;
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;;17;7;13;37;259;
