Código da instituição;Código do curso;Nome da instituição;Nome do curso;Grau académico;Vagas Iniciais;Estudantes colocados;Nota de candidatura do último colocado pelo contingente geral;Vagas sobrantes
3105;9848;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Animação Turística;L1;23;19;110,0;4
3112;8307;Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa;Artes Visuais e Tecnologias;L1;75;76;125,5;0
3112;9005;Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa;Animação Sociocultural;L1;30;30;113,5;0
3112;9853;Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa;Educação Básica;L1;85;85;122,5;0
3112;9876;Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa;Educação Básica (regime pós-laboral);L1;20;20;110,8;0
3112;L134;Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa;Mediação Artística e Cultural;L1;25;16;106,0;9
3113;8438;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Relações Públicas e Comunicação Empresarial (regime pós-laboral);L1;30;30;136,5;0
3113;8439;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Publicidade e Marketing (regime pós-laboral);L1;30;30;137,5;0
3113;9010;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Audiovisual e Multimédia;L1;90;92;146,5;0
3113;9191;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Jornalismo;L1;60;60;148,0;0
3113;9222;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Publicidade e Marketing;L1;60;61;149,0;0
3113;9231;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social;Relações Públicas e Comunicação Empresarial;L1;60;60;145,0;0
3117;8015;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Solicitadoria (regime pós-laboral);L1;60;62;106,5;0
3117;9058;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Contabilidade e Administração;L1;120;120;136,8;0
3117;9147;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Gestão;L1;105;108;147,9;0
3117;9242;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Solicitadoria;L1;60;60;132,4;0
3117;9476;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Finanças Empresariais;L1;60;62;139,5;0
3117;9870;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Contabilidade e Administração (regime pós-laboral);L1;115;119;107,5;0
3117;9889;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Finanças Empresariais (regime pós-laboral);L1;60;60;113,3;0
3117;9991;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Gestão (regime pós-laboral);L1;90;91;128,4;0
3117;L035;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa;Comércio e Negócios Internacionais (regime pós-laboral);L1;60;60;118,6;0
3118;9089;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Civil;L1;55;5;117,2;50
3118;9108;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Eletrónica e Telecomunicações e de Computadores;L1;83;38;110,3;45
3118;9109;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Eletrotécnica;L1;80;24;98,3;56
3118;9121;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática e de Computadores;L1;120;120;133,5;0
3118;9123;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Mecânica;L1;150;106;107,4;44
3118;9126;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Química e Biológica;L1;50;20;112,8;30
3118;L052;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática e Multimédia;L1;80;80;126,0;0
3118;L085;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Tecnologias e Gestão Municipal;L1;30;16;105,4;14
3118;L117;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Matemática Aplicada à Tecnologia e à Empresa;L1;30;30;118,4;0
3118;L119;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;Engenharia Informática, Redes e Telecomunicações;L1;30;31;130,0;0
3121;8014;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Serviço Social (regime pós-laboral);L1;20;0;;20
3121;9238;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Serviço Social;L1;32;23;104,2;9
3121;9254;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Turismo;L1;23;12;106,1;11
3121;9773;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Jornalismo e Comunicação;L1;35;35;99,0;0
3121;9853;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;Educação Básica;L1;22;10;113,6;12
3122;9070;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Design de Comunicação;L1;25;9;112,0;16
3122;9119;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Engenharia Informática;L1;25;4;107,5;21
3122;9147;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Gestão;L1;40;24;99,6;16
3122;9469;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Design e Animação Multimédia;L1;25;26;117,3;0
3122;9670;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Administração de Publicidade e Marketing;L1;27;15;110,7;12
3122;9991;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Gestão (regime pós-laboral);L1;27;0;;27
3122;L033;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão;Tecnologias de Produção de Biocombustíveis;L1;25;0;;25
3123;9003;Instituto Politécnico de Portalegre - Escola Superior Agrária;Agronomia;L1;35;0;;35
3123;9085;Instituto Politécnico de Portalegre - Escola Superior Agrária;Enfermagem Veterinária;L1;35;15;98,9;20
3123;9130;Instituto Politécnico de Portalegre - Escola Superior Agrária;Equinicultura;L1;25;7;105,5;18
3131;8002;Instituto Politécnico do Porto - Escola Superior de Educação;Línguas e Culturas Estrangeiras;L1;60;60;146,2;0
3131;8096;Instituto Politécnico do Porto - Escola Superior de Educação;Gestão do Património (regime pós-laboral);L1;20;8;100,6;12
3131;8264;Instituto Politécnico do Porto - Escola Superior de Educação;Artes Visuais e Tecnologias Artísticas;L1;25;25;144,8;0
3131;9084;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Social;L1;55;55;140,6;0
3131;9707;Instituto Politécnico do Porto - Escola Superior de Educação;Ciências do Desporto;L1;25;25;133,3;0
3131;9767;Instituto Politécnico do Porto - Escola Superior de Educação;Gestão do Património;L1;30;30;117,1;0
3131;9807;Instituto Politécnico do Porto - Escola Superior de Educação;Tradução e Interpretação em Língua Gestual Portuguesa;L1;22;22;121,6;0
3131;9853;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Básica;L1;47;48;137,4;0
3131;9878;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Musical;L1;20;15;109,9;5
3131;9879;Instituto Politécnico do Porto - Escola Superior de Educação;Educação Social (regime pós-laboral);L1;44;45;110,3;0
3134;8005;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Marketing (regime pós-laboral);L1;31;32;129,3;0
3134;9009;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Assessoria e Tradução;L1;50;50;146,5;0
3134;9043;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Ciências e Tecnologias da Documentação e Informação;L1;27;27;125,7;0
3134;9053;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comunicação Empresarial;L1;45;45;158,3;0
3134;9058;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Contabilidade e Administração;L1;235;235;142,4;0
3134;9205;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Marketing;L1;90;91;148,6;0
3134;9227;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Recursos Humanos;L1;43;44;149,7;0
3134;9716;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comércio Internacional;L1;35;35;142,8;0
3134;9829;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Assessoria e Tradução (regime pós-laboral);L1;30;32;127,5;0
3134;9866;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comércio Internacional (regime pós-laboral);L1;25;25;122,1;0
3134;9867;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Comunicação Empresarial (regime pós-laboral);L1;27;27;135,7;0
3134;9870;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Contabilidade e Administração (regime pós-laboral);L1;72;72;121,0;0
3134;L070;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto;Criatividade e Inovação Empresarial;L1;30;30;144,1;0
3135;8316;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia de Sistemas;L1;40;40;135,6;0
3135;9089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Civil;L1;75;20;113,0;55
3135;9104;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia e Gestão Industrial;L1;25;25;166,3;0
3135;9110;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Eletrotécnica - Sistemas Elétricos de Energia;L1;45;21;121,5;24
3135;9112;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Eletrotécnica e de Computadores;L1;155;155;136,6;0
3135;9117;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Geotécnica e Geoambiente;L1;20;12;111,4;8
3135;9119;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Informática;L1;210;210;154,5;0
3135;9123;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Mecânica;L1;140;140;151,1;0
3135;9125;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Química;L1;55;55;149,2;0
3135;9455;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Biomédica;L1;40;40;164,5;0
3135;9936;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Engenharia Mecânica Automóvel;L1;40;40;133,6;0
3135;L089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto;Biorrecursos;L1;30;30;139,4;0
3138;8015;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Solicitadoria (regime pós-laboral);L1;27;28;124,5;0
3138;8097;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Ciências Empresariais (regime pós-laboral);L1;32;32;109,7;0
3138;8288;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Sistemas de Informação para a Gestão;L1;20;15;105,8;5
3138;8398;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Segurança Informática em Redes de Computadores;L1;20;17;111,0;3
3138;9045;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Ciências Empresariais;L1;40;41;141,1;0
3138;9119;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Engenharia Informática;L1;60;60;126,9;0
3138;9242;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Solicitadoria;L1;40;40;145,7;0
3138;L014;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Tecnologias da Madeira;L1;20;4;122,8;16
3138;L091;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;Segurança do Trabalho e Ambiente;L1;20;20;117,0;0
3139;8442;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão das Atividades Turísticas (regime pós-laboral);L1;36;36;114,3;0
3139;9164;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão e Administração Hoteleira;L1;41;41;162,2;0
3139;9921;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão das Atividades Turísticas;L1;36;37;145,6;0
3139;L131;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;Gestão da Restauração e Catering;L1;30;30;137,0;0
3141;8419;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Agronomia (regime pós-laboral);L1;33;0;;33
3141;9003;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Agronomia;L1;50;7;121,8;43
3141;L011;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Produção Animal;L1;42;1;111,6;41
3141;L015;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Tecnologia Alimentar;L1;20;3;112,6;17
3141;L080;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Qualidade Alimentar e Nutrição Humana;L1;41;4;98,9;37
3141;L139;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;Tecnologia Alimentar (regime pós-laboral);L1;20;1;;19
3142;9084;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Social;L1;39;25;112,4;14
3142;9347;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Artes Plásticas e Multimédia;L1;35;14;110,4;21
3142;9354;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação e Comunicação Multimédia;L1;35;18;102,8;17
3142;9853;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Básica;L1;38;35;95,0;3
3142;9879;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Social (regime pós-laboral);L1;20;2;105,0;18
3142;L130;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém;Educação Ambiental e Turismo de Natureza;L1;30;1;133,8;29
3143;9152;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Gestão de Empresas;L1;76;51;107,6;25
3143;9185;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Informática;L1;45;11;107,9;34
3143;9206;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Marketing e Publicidade;L1;45;48;101,5;0
3143;9498;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Contabilidade e Fiscalidade;L1;30;14;102,6;16
3143;9785;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Negócios Internacionais;L1;40;17;106,7;23
3143;9994;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;Gestão de Empresas (regime pós-laboral);L1;36;0;;36
3145;9730;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Desporto de Natureza e Turismo Ativo;L1;27;12;114,6;15
3145;9763;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Gestão das Organizações Desportivas;L1;27;17;106,6;10
3145;9808;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Treino Desportivo;L1;85;71;97,0;14
3145;A007;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Atividade Física e Estilos de Vida Saudáveis (ensino em Inglês);L1;22;2;;20
3145;L008;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Atividade Física e Estilos de Vida Saudáveis;L1;27;13;99,2;14
3145;L034;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;Desporto, Condição Física e Saúde;L1;75;76;103,6;0
3151;9054;Instituto Politécnico de Setúbal - Escola Superior de Educação;Comunicação Social;L1;34;34;132,4;0
3151;9563;Instituto Politécnico de Setúbal - Escola Superior de Educação;Desporto;L1;30;28;102,8;2
3151;9631;Instituto Politécnico de Setúbal - Escola Superior de Educação;Animação e Intervenção Sociocultural;L1;32;22;105,2;10
3151;9633;Instituto Politécnico de Setúbal - Escola Superior de Educação;Tradução e Interpretação de Língua Gestual Portuguesa;L1;20;13;104,8;7
3151;9853;Instituto Politécnico de Setúbal - Escola Superior de Educação;Educação Básica;L1;45;45;114,6;0
3152;8515;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologias de Energia;L1;30;8;114,5;22
3152;9092;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia de Automação, Controlo e Instrumentação;L1;40;2;113,6;38
3152;9112;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Eletrotécnica e de Computadores;L1;60;5;113,8;55
3152;9119;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Informática;L1;66;66;119,4;0
3152;9123;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Engenharia Mecânica;L1;57;8;114,4;49
3152;9862;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologia e Gestão Industrial (regime noturno);L1;40;1;119,1;39
3152;L069;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologia Biomédica;L1;45;38;107,0;7
3152;L124;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;Tecnologias do Ambiente e do Mar;L1;38;5;107,5;33
3153;8111;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Recursos Humanos (regime pós-laboral);L1;40;18;100,2;22
3153;9157;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Recursos Humanos;L1;50;50;127,2;0
3153;9205;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Marketing;L1;55;56;123,6;0
3153;9627;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Contabilidade e Finanças;L1;75;76;118,4;0
3153;9628;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Contabilidade e Finanças (regime noturno);L1;40;5;107,0;35
3153;9629;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão da Distribuição e da Logística;L1;45;45;115,6;0
3153;9630;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão de Sistemas de Informação;L1;40;40;116,9;0
3153;9993;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;Gestão da Distribuição e da Logística (regime pós-laboral);L1;45;5;106,1;40
3154;9016;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Biotecnologia;L1;45;29;105,5;16
3154;9089;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Engenharia Civil;L1;20;1;134,0;19
3154;9090;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Engenharia Civil (regime noturno);L1;20;0;;20
3154;9687;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Bioinformática;L1;20;5;117,6;15
3154;L100;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;Tecnologias do Petróleo;L1;37;3;111,3;34
3155;9500;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Enfermagem;L1;44;45;131,8;0
3155;9504;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Fisioterapia;L1;44;44;145,2;0
3155;9890;Instituto Politécnico de Setúbal - Escola Superior de Saúde;Terapia da Fala;L1;27;12;104,4;15
3161;8155;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Ciências e Tecnologias do Ambiente;L1;22;1;130,2;21
3161;9003;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Agronomia;L1;35;4;117,6;31
3161;9016;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Biotecnologia;L1;26;10;104,8;16
3161;9085;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;Enfermagem Veterinária;L1;35;27;108,0;8
3162;9473;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Educação Social Gerontológica;L1;27;21;104,2;6
3162;9853;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Educação Básica;L1;51;53;113,8;0
3162;L122;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;Artes Plásticas e Tecnologias Artísticas;L1;30;14;125,4;16
3163;8114;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Turismo (regime pós-laboral);L1;30;30;106,1;0
3163;8407;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia da Computação Gráfica e Multimédia;L1;26;9;115,2;17
3163;9119;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Informática;L1;60;61;118,0;0
3163;9123;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica;L1;34;7;145,1;27
3163;9147;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Gestão;L1;50;50;132,1;0
3163;9148;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Gestão (regime noturno);L1;40;6;106,7;34
3163;9254;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Turismo;L1;50;50;141,4;0
3163;9723;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Design de Ambientes;L1;30;14;101,0;16
3163;9727;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Design do Produto;L1;38;39;118,4;0
3163;9743;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Civil e do Ambiente;L1;35;2;;33
3163;9750;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia Eletrónica e Redes de Computadores;L1;30;1;;29
3163;9857;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Engenharia de Sistemas de Energias Renováveis;L1;35;1;;34
3163;L016;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;Ciência e Tecnologia Alimentar;L1;35;10;116,3;25
3164;8464;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Gestão da Distribuição e Logística;L1;25;4;142,6;21
3164;8516;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Organização e Gestão Empresariais;L1;25;23;103,4;2
3164;9664;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Marketing e Comunicação Empresarial;L1;35;35;119,1;0
3164;9872;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;Contabilidade e Fiscalidade (regime pós-laboral);L1;22;2;126,9;20
3165;9731;Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer de Melgaço;Desporto e Lazer;L1;60;54;98,5;6
3181;9054;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Comunicação Social;L1;63;63;116,7;0
3181;9084;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Educação Social;L1;59;24;102,8;35
3181;9347;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Artes Plásticas e Multimédia;L1;32;32;124,3;0
3181;9466;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Animação Cultural;L1;26;2;113,5;24
3181;9850;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Desporto e Atividade Física;L1;35;36;118,9;0
3181;9853;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Educação Básica;L1;45;22;102,0;23
3181;9930;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;Publicidade e Relações Públicas;L1;68;59;103,5;9
3182;8296;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão Industrial;L1;35;8;104,2;27
3182;8517;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Tecnologia e Design de Mobiliário;L1;40;8;111,9;32
3182;9056;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Contabilidade;L1;40;30;99,6;10
3182;9089;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Civil;L1;50;0;;50
3182;9099;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia do Ambiente;L1;36;0;;36
3182;9109;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Eletrotécnica;L1;45;2;121,7;43
3182;9119;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Informática;L1;60;60;114,1;0
3182;9123;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Engenharia Mecânica;L1;45;13;106,7;32
3182;9152;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão de Empresas;L1;70;70;117,3;0
3182;9205;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Marketing;L1;42;42;113,0;0
3182;9254;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Turismo;L1;45;45;117,2;0
3182;9491;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Tecnologias e Design de Multimédia;L1;45;15;108,6;30
3182;9994;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão de Empresas (regime pós-laboral);L1;35;7;110,7;28
3185;9085;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Enfermagem Veterinária;L1;45;46;111,8;0
3185;9086;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Engenharia Agronómica;L1;24;3;112,9;21
3185;9818;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Ciência e Tecnologia Animal;L1;25;2;140,1;23
3185;L025;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Qualidade Alimentar e Nutrição;L1;25;5;108,2;20
3186;8014;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Serviço Social (regime pós-laboral);L1;27;0;;27
3186;9061;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Contabilidade e Auditoria;L1;25;7;117,0;18
3186;9122;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Engenharia Informática e Telecomunicações;L1;25;3;106,0;22
3186;9168;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Gestão e Informática;L1;23;5;112,6;18
3186;9179;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Gestão Turística, Cultural e Patrimonial;L1;23;15;116,6;8
3186;9238;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Serviço Social;L1;30;30;118,1;0
3186;L116;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Secretariado de Administração;L1;40;12;123,0;28
3241;9056;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Contabilidade;L1;25;0;;25
3241;9152;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão de Empresas;L1;45;16;103,0;29
3241;9640;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão de Recursos Humanos e Comportamento Organizacional;L1;32;13;105,4;19
3241;9641;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão Turística e Cultural;L1;27;15;112,6;12
3242;9112;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Engenharia Eletrotécnica e de Computadores;L1;35;2;;33
3242;9119;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Engenharia Informática;L1;45;16;111,3;29
