NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;TotalDesempregados;TotalDiplomados
Universidade da Beira Interior;0400;Marketing;0562;L;7;61
Universidade da Beira Interior;0400;Matemática/Informática;0574;L;9;88
Universidade da Beira Interior;0400;Psicologia;0695;L;16;139
Universidade da Beira Interior;0400;Química Industrial;0714;L;12;121
Universidade da Beira Interior;0400;Sociologia;0759;L;22;197
Universidade da Beira Interior;0400;Cinema;1068;L;3;21
Universidade da Beira Interior;0400;Design Multimédia;1151;L;7;89
Universidade da Beira Interior;0400;Design Têxtil e do Vestuário;1153;L;3;59
Universidade da Beira Interior;0400;Português e Espanhol;1537;L;5;39
Universidade da Beira Interior;0400;Português e Inglês;1581;L;4;15
Universidade da Beira Interior;0400;Língua e Cultura Portuguesas;1607;L;25;152
Universidade da Beira Interior;0400;Optometria e Optotecnia (Física Aplicada);1690;L;3;136
Universidade da Beira Interior;0400;Ciências do Desporto;4051;M;5;32
Universidade da Beira Interior;0400;Economia;4156;M;1;1
Universidade da Beira Interior;0400;Educação;4186;M;1;47
Universidade da Beira Interior;0400;Engenharia Informática;4208;M;1;10
Universidade da Beira Interior;0400;Física e Química para o Ensino;4399;M;2;7
Universidade da Beira Interior;0400;Economia e Políticas Autárquicas;4400;M;1;7
Universidade da Beira Interior;0400;Gestão;4474;M;1;26
Universidade da Beira Interior;0400;Língua, Cultura Portuguesa e Didáctica;4574;M;3;39
Universidade da Beira Interior;0400;Química;4768;M;1;7
Universidade da Beira Interior;0400;Sociologia;4846;M;2;17
Universidade da Beira Interior;0400;Engenharia do Papel;5276;D;1;2
Universidade da Beira Interior;0400;Letras;5422;D;1;10
Universidade da Beira Interior;0400;Ciências do Desporto;6043;M;3;71
Universidade da Beira Interior;0400;Ciências Documentais;6045;M;2;18
Universidade da Beira Interior;0400;Empreendedorismo e Criação de Empresas;6086;M;2;5
Universidade da Beira Interior;0400;Engenharia Electrotécnica e de Computadores;6091;M;5;44
Universidade da Beira Interior;0400;Supervisão Pedagógica;6248;M;2;44
Universidade da Beira Interior;0400;Ensino de Educação Visual e Tecnológica no Ensino Básico;6405;M;1;7
Universidade da Beira Interior;0400;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;6436;M;8;42
Universidade da Beira Interior;0400;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;6452;M;1;27
Universidade da Beira Interior;0400;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;M;13;75
Universidade da Beira Interior;0400;Ensino de Português no 3º C Ens Bás e Ens Sec e  Espanhol nos Ens Bas e Sec;6455;M;1;44
Universidade da Beira Interior;0400;Empreendedorismo e Serviço Social;6761;M;4;27
Universidade da Beira Interior;0400;Engenharia Aeronáutica;6762;M;3;100
Universidade da Beira Interior;0400;Engenharia Electromecânica;6763;M;2;53
Universidade da Beira Interior;0400;Optometria em Ciências da Visão;6945;M;1;25
Universidade da Beira Interior;0400;Sociologia: Exclusões e Políticas Sociais;6963;M;5;19
Universidade da Beira Interior;0400;Ciências Básicas em Arquitectura;8053;L;6;117
Universidade da Beira Interior;0400;Filosofia (regime pós-laboral);8367;L;1;10
Universidade da Beira Interior;0400;Engenharia Aeronáutica;8470;M;1;4
Universidade da Beira Interior;0400;Bioquímica;9015;L;16;159
Universidade da Beira Interior;0400;Biotecnologia;9016;L;3;25
Universidade da Beira Interior;0400;Ciência Política e Relações Internacionais;9020;L;20;53
Universidade da Beira Interior;0400;Ciências da Comunicação;9023;L;42;295
Universidade da Beira Interior;0400;Cinema;9048;L;19;191
Universidade da Beira Interior;0400;Design de Moda;9071;L;16;137
Universidade da Beira Interior;0400;Design Industrial;9074;L;24;122
Universidade da Beira Interior;0400;Design Multimédia;9075;L;37;191
Universidade da Beira Interior;0400;Economia;9081;L;22;146
Universidade da Beira Interior;0400;Engenharia Civil;9089;L;12;122
Universidade da Beira Interior;0400;Engenharia Electromecânica;9105;L;9;82
Universidade da Beira Interior;0400;Engenharia Informática;9119;L;2;215
Universidade da Beira Interior;0400;Engenharia Mecânica;9123;L;1;9
Universidade da Beira Interior;0400;Filosofia;9139;L;5;50
Universidade da Beira Interior;0400;Gestão;9147;L;33;238
Universidade da Beira Interior;0400;Línguas, Literaturas e Culturas;9204;L;2;44
Universidade da Beira Interior;0400;Marketing;9205;L;33;149
Universidade da Beira Interior;0400;Optometria - Ciências da Visão;9216;L;19;258
Universidade da Beira Interior;0400;Psicologia;9219;L;15;169
Universidade da Beira Interior;0400;Química Industrial;9225;L;4;53
Universidade da Beira Interior;0400;Sociologia;9240;L;27;121
Universidade da Beira Interior;0400;Tecnologias e Sistemas de Informação;9251;L;6;42
Universidade da Beira Interior;0400;Arquitectura;9257;M;66;179
Universidade da Beira Interior;0400;Economia;9280;M;11;58
Universidade da Beira Interior;0400;Engenharia Informática;9286;M;4;73
Universidade da Beira Interior;0400;Gestão;9295;M;5;57
Universidade da Beira Interior;0400;Marketing;9314;M;6;50
Universidade da Beira Interior;0400;Relações Internacionais;9329;M;2;4
Universidade da Beira Interior;0400;Ciências Biomédicas;9351;L;5;169
Universidade da Beira Interior;0400;Engenharia Civil;9360;M;8;5
Universidade da Beira Interior;0400;Bioquímica;9396;M;21;124
Universidade da Beira Interior;0400;Biotecnologia;9399;M;5;0
Universidade da Beira Interior;0400;Cinema - Realização;9403;M;5;18
Universidade da Beira Interior;0400;Design Multimédia;9407;M;3;29
Universidade da Beira Interior;0400;Engenharia e Gestão Industrial;9420;M;4;46
Universidade da Beira Interior;0400;Química Industrial;9443;M;7;60
Universidade da Beira Interior;0400;Psicologia;9463;M;39;147
Universidade da Beira Interior;0400;Ciências Farmacêuticas;9494;M;31;59
Universidade da Beira Interior;0400;Ciências Biomédicas;9512;M;4;36
Universidade da Beira Interior;0400;Comunicação Estratégica: Publicidade e Relações Públicas;9515;M;2;19
Universidade da Beira Interior;0400;Design de Moda;9518;M;7;43
Universidade da Beira Interior;0400;Design Industrial Tecnológico;9519;M;5;16
Universidade da Beira Interior;0400;Jornalismo: Imprensa, Rádio e Televisão;9526;M;8;47
Universidade da Beira Interior;0400;Letras;9527;M;3;37
Universidade da Beira Interior;0400;Bioengenharia;9540;L;3;4
Universidade da Beira Interior;0400;Engenharia Civil;9569;M;15;82
Universidade da Beira Interior;0400;Ciências Básicas Farmacêuticas;9574;L;1;145
Universidade da Beira Interior;0400;Ciências do Desporto;9707;L;30;210
Universidade da Beira Interior;0400;Estudos Portugueses;9917;L;1;10
Universidade da Beira Interior;0400;Estudos Portugueses e Espanhóis;9918;L;6;68
Universidade da Beira Interior;0400;Geotecnia Aplicada;M301;M;1;2
Universidade da Beira Interior;0400;Cinema;M307;M;5;21
Universidade da Beira Interior;0400;Branding e Design de Moda;M395;M;2;5
Universidade de Coimbra;0500;Administração Escolar e Administração Educacional;2878;L;2;36
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Antropologia;0016;L;15;72
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Arquitectura;0022;L;32;274
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia;0048;L;29;404
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Bioquímica;0063;L;5;217
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia do Ambiente;0213;L;1;19
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Civil;0233;L;45;571
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Electrotécnica e de Computadores;0255;L;9;339
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Física;0264;L;4;35
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Geográfica;0280;L;6;50
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Geológica;0284;L;12;64
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Informática;0292;L;1;205
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia de Materiais;0302;L;4;49
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Mecânica;0304;L;25;266
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia de Minas;0318;L;2;23
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Química;0331;L;8;173
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Física;0374;L;21;90
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Geologia;0405;L;26;149
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Matemática;0559;L;66;407
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química;0705;L;28;165
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química Industrial;0714;L;7;113
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia Celular;4024;M;3;77
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ecologia;4148;M;2;59
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia do Ambiente;4191;M;3;6
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Civil;4192;M;2;39
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Electrotécnica e de Computadores;4195;M;2;41
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Informática;4208;M;2;41
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Mecânica;4210;M;4;25
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Arquitectura, Território e Memória;4249;M;1;4
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Geociências;4432;M;2;55
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Matemática;4660;M;9;56
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química;4768;M;3;39
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia;5050;D;2;124
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Bioquímica;5063;D;2;62
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biociências;5106;D;1;1
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Civil;5262;D;1;38
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Geológica;5295;D;1;4
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Química;5310;D;3;35
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Física;5360;D;1;26
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química;5720;D;1;37
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Antropologia Social e Cultural;6009;M;3;21
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biodiversidade e Biotecnologia Vegetal;6019;M;7;31
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia Celular e Molecular;6022;M;10;120
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Geográfica;6093;M;1;19
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Evolução e Biologia Humanas;6124;M;11;53
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Geociências;6133;M;4;108
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Antropologia Médica;6268;M;3;21
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia de Software;6295;M;1;15
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Tecnologias de Informação Visual;6337;M;1;19
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário;6449;M;3;20
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;6451;M;7;125
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;6452;M;4;26
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Design e Multimédia;6484;M;9;41
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Dinâmicas Sociais e Riscos Naturais;6595;M;1;1
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências da Terra;6692;M;1;13
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Métodos Quantitativos em Finanças;6732;M;3;6
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Arte Edificatória;8244;L;1;369
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências da Engenharia Civil;8507;L;4;0
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia;9011;L;24;364
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Bioquímica;9015;L;8;202
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia e Gestão Industrial;9104;L;4;49
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Física;9113;L;1;37
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Informática;9119;L;10;542
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Geologia;9146;L;1;52
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Matemática;9209;L;3;100
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química;9223;L;8;75
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química Industrial;9225;L;7;56
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Arquitectura;9257;M;56;203
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Informática;9286;M;9;429
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Matemática;9315;M;7;28
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Biomédica;9359;M;19;210
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Civil;9360;M;102;500
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Electrotécnica e de Computadores;9367;M;30;394
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Mecânica;9369;M;32;261
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Biologia;9372;M;10;68
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Bioquímica;9396;M;22;119
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Conservação e Restauro;9405;M;1;8
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ecologia;9408;M;10;62
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia de Materiais;9415;M;1;16
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia e Gestão Industrial;9420;M;11;35
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Física;9422;M;1;26
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Geológica e de Minas;9426;M;2;11
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química;9442;M;8;95
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Antropologia;9448;L;14;171
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia Química;9461;M;15;128
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Engenharia do Ambiente;9508;M;41;135
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências de Engenharia Mecânica;9579;L;3;199
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências de Engenharia Biomédica;9593;L;3;136
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências de Engenharia do Ambiente;9595;L;1;99
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Ciências de Engenharia Electrotécnica e de Computadores;9597;L;9;277
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Design e Multimédia;9891;L;5;31
Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0501;Química Forense;M155;M;6;14
Universidade de Coimbra - Faculdade de Direito;0502;Administração Pública;0003;L;12;98
Universidade de Coimbra - Faculdade de Direito;0502;Direito;0153;L;62;1558
Universidade de Coimbra - Faculdade de Direito;0502;Direito;4144;M;7;196
Universidade de Coimbra - Faculdade de Direito;0502;Administração Pública;6264;M;10;33
Universidade de Coimbra - Faculdade de Direito;0502;Administração Público-Privada;8067;L;24;174
Universidade de Coimbra - Faculdade de Direito;0502;Direito;9078;L;143;1413
Universidade de Coimbra - Faculdade de Direito;0502;Direito;9279;M;59;566
Universidade de Coimbra - Faculdade de Direito;0502;Administração Pública Empresarial;M308;M;10;27
Universidade de Coimbra - Faculdade de Economia;0503;Economia;0156;L;29;553
Universidade de Coimbra - Faculdade de Economia;0503;Gestão;0416;L;18;188
Universidade de Coimbra - Faculdade de Economia;0503;Organização e Gestão de Empresas;0605;L;4;30
Universidade de Coimbra - Faculdade de Economia;0503;Relações Internacionais;0732;L;11;158
Universidade de Coimbra - Faculdade de Economia;0503;Sociologia;0759;L;23;99
Universidade de Coimbra - Faculdade de Economia;0503;Sociologia;4846;M;4;48
Universidade de Coimbra - Faculdade de Economia;0503;Gestão de Empresas;5390;D;1;4
Universidade de Coimbra - Faculdade de Economia;0503;Sociologia;5795;D;1;17
Universidade de Coimbra - Faculdade de Economia;0503;Contabilidade e Finanças;6395;M;1;2
