UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A2015_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A2015_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A2015_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A2015_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A2015_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;A2015_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;Dip_2014;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A2015_Total;A1984_2015_TOTAL
1200;Universidade de Trás-os-Montes e Alto Douro;5202;Ciências Humanas e Sociais;D;Doutoramento;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;17;10;11;3;5;9;4;5;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6091;Engenharia Electrotécnica e de Computadores;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4;17;;;;;0;0;0;0;1;1;0;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;6092;Engenharia Florestal;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;6;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6334;Turismo;M;Mestrado;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;6;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;6542;Psicologia Clínica;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;1;;;;;0;0;0;0;0;2;1;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;6609;Empreendedorismo;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6752;Análises Laboratoriais;M;Mestrado;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;8;2;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6753;Biologia Clínica Laboratorial;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;3;5;1;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6914;Educação Pré-Escolar;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;2;5;;;;;0;0;0;0;0;2;3;0;0;0;0;0;5
1200;Universidade de Trás-os-Montes e Alto Douro;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;26;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;6925;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;8034;Educação Física e Desporto Escolar;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;1;;;;;;;;;;;;2;1;;;;;;;;;;37;76;63;;;;;0;0;0;0;1;3;3;0;0;0;0;0;7
1200;Universidade de Trás-os-Montes e Alto Douro;8258;Arquitectura Paisagista;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9011;Biologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;7;11;24;;;;;0;0;0;0;0;2;1;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;9012;Biologia e Geologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;15;;;;;0;0;0;0;2;0;0;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9023;Ciências da Comunicação;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;4;;1;;;;;;;;;;1;1;5;4;;;;;;;;;29;24;79;61;;;;;0;0;0;5;1;9;7;0;0;0;0;0;22
1200;Universidade de Trás-os-Montes e Alto Douro;9052;Comunicação e Multimédia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;1;1;;;;;;;;;;;37;24;;;;;0;0;0;0;0;3;2;0;0;0;0;0;5
1200;Universidade de Trás-os-Montes e Alto Douro;9081;Economia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;2;;;;;;;;;;;;2;;;;;;;;;;3;1;;;;;;;;;;;32;22;40;;;;;0;0;0;0;4;1;5;0;0;0;0;0;10
1200;Universidade de Trás-os-Montes e Alto Douro;9086;Engenharia Agronómica;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;12;12;;;;;0;0;0;0;1;1;2;0;0;0;0;0;4
1200;Universidade de Trás-os-Montes e Alto Douro;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;32;42;39;;;;;0;0;0;0;0;2;2;0;0;0;0;0;4
1200;Universidade de Trás-os-Montes e Alto Douro;9099;Engenharia do Ambiente;L1;Licenciatura 1.º Ciclo;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;19;2;9;;;;;0;0;0;0;2;0;0;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9112;Engenharia Electrotécnica e de Computadores;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;24;36;24;;;;;0;0;0;0;0;0;3;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;9114;Engenharia Florestal;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;11;4;2;;;;;0;0;0;0;1;0;1;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9123;Engenharia Mecânica;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;12;11;;;;;0;0;0;0;0;2;0;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9129;Engenharia Zootécnica;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;7;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9147;Gestão;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;3;;;;;;;;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;6;26;32;;;;;0;0;0;0;0;2;7;0;0;0;0;0;9
1200;Universidade de Trás-os-Montes e Alto Douro;9185;Informática;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;19;27;23;;;;;0;0;0;0;0;1;1;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9196;Línguas e Relações Empresariais;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;8;8;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9209;Matemática;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;34;49;75;;;;;0;0;0;0;1;1;4;0;0;0;0;0;6
1200;Universidade de Trás-os-Montes e Alto Douro;9238;Serviço Social;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;1;;;;;;;;;;;;3;;;;;;;;;;;;35;;;;;0;0;0;0;0;0;8;0;0;0;0;0;8
1200;Universidade de Trás-os-Montes e Alto Douro;9250;Tecnologias de Informação e Comunicação;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;12;10;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9272;Ciências da Comunicação;M;Mestrado;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;10;;;;;0;0;0;0;0;0;3;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;9287;Engenharia Zootécnica;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;11;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9311;Informática;M;Mestrado;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;34;11;5;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9378;Línguas Estrangeiras Aplicadas;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;13;17;7;3;;;;;0;0;0;1;0;0;1;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9463;Psicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;;;;;;;;;23;;;;;0;0;0;0;0;0;5;0;0;0;0;0;5
1200;Universidade de Trás-os-Montes e Alto Douro;9520;Engenharia Agronómica;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9542;Comunicações e Multimédia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;15;19;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9569;Engenharia Civil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;2;;;;;;;;;;;;1;;;;;;;;;;;2;1;;;;;;;;;;15;31;26;;;;;0;0;0;0;0;3;5;0;0;0;0;0;8
1200;Universidade de Trás-os-Montes e Alto Douro;9693;Ciência Alimentar;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;8;17;22;;;;;0;0;0;0;0;2;2;0;0;0;0;0;4
1200;Universidade de Trás-os-Montes e Alto Douro;9707;Ciências do Desporto;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;30;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9734;Ecologia Aplicada;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;422;Ciências do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;10;13;12;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1
1200;Universidade de Trás-os-Montes e Alto Douro;9752;Enologia;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;5;28;21;;;;;0;0;0;0;0;1;3;0;0;0;0;0;4
1200;Universidade de Trás-os-Montes e Alto Douro;9761;Genética e Biotecnologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;20;39;44;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9803;Teatro e Artes Performativas;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;8;7;10;;;;;0;0;0;0;2;1;4;0;0;0;0;0;7
1200;Universidade de Trás-os-Montes e Alto Douro;9830;Engenharia de Reabilitação e Acessibilidade Humanas;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;9;;;;;0;0;0;0;0;0;2;0;0;0;0;0;2
1200;Universidade de Trás-os-Montes e Alto Douro;9841;Reabilitação Psicomotora;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;44;;;;;0;0;0;0;0;0;3;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;9847;Medicina Veterinária;M;Mestrado;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;29;22;;;;;0;0;0;0;0;0;3;0;0;0;0;0;3
1200;Universidade de Trás-os-Montes e Alto Douro;9853;Educação Básica;L1;Licenciatura 1.º Ciclo;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;25;56;48;1;;;;0;0;0;0;0;2;2;0;0;0;0;0;4
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;6092;Engenharia Florestal;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0;3;4;7
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;6240;Segurança Alimentar;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;12;0;0;0;0;0;0;0;0;0;0;1;2;3
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;6998;Arquitectura Paisagista;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;8;;1;7;0;0;0;0;0;0;0;1;0;0;1;1;3
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;8066;Estudos Básicos de Ciências Veterinárias;L1;Licenciatura 1.º Ciclo;600;Agricultura;640;Ciências Veterinárias;640;Ciências Veterinárias;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;8;23;27;56;0;0;0;0;0;0;0;0;0;1;1;0;2
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;8258;Arquitectura Paisagista;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;1;2;2;2;2;;;;;;;;;1;1;;;;;;;;;;;1;1;1;;;;;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;22;20;34;18;0;0;0;0;0;0;0;2;5;6;3;3;19
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;9086;Engenharia Agronómica;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;1;;2;2;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;8;16;19;30;0;0;0;0;0;0;0;1;3;2;4;2;12
1201;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;9114;Engenharia Florestal;L1;Licenciatura 1.º Ciclo;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;7;17;9;9;0;0;0;0;0;0;0;0;1;1;0;2;4
