UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A2015_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A2015_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A2015_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A2015_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A2015_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;A2015_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;Dip_2014;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A2015_Total;A1984_2015_TOTAL
4031;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Setúbal);9257;Arquitectura;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1
4032;Universidade Lusófona do Porto;0092;Ciências do Ambiente;L;Licenciatura;400;Ciências, Matemática e Informática;850;Protecção do Ambiente;422;Ciências do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;159;13;7;4;;;;;;;;2;0;0;1;0;0;0;0;0;0;0;0;3
4032;Universidade Lusófona do Porto;0092;Ciências do Ambiente;L;Licenciatura;400;Ciências, Matemática e Informática;420;Ciências da Vida;422;Ciências do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;3;1;;1;;;;;;;;;159;13;7;4;;;;;;;;6;1;0;1;0;0;0;0;0;0;0;0;8
4032;Universidade Lusófona do Porto;0153;Direito;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;;;;;;;;;3;1;;;;1;;;;;;;6;2;;2;;5;;;;;;;758;56;42;32;2;9;;;;;;13;3;2;2;0;6;0;0;0;0;0;0;26
4032;Universidade Lusófona do Porto;0361;Estudos Europeus;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;1;;;;;;;;6;;1;;;;;;;;;;9;;1;;;;;;;;;;260;6;4;4;1;;;;;;;21;0;2;1;1;0;0;0;0;0;0;0;25
4032;Universidade Lusófona do Porto;0376;Engenharia de Automação e Controlo;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;117;5;2;1;;1;;;;;;7;0;0;0;0;0;0;0;0;0;0;0;7
4032;Universidade Lusófona do Porto;0605;Organização e Gestão de Empresas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;;;;;;;;;;;;2;;;;;;;;;;;;9;;;;;;;;;;;;585;26;8;4;;;;;;;;15;0;1;0;0;0;0;0;0;0;0;0;16
4032;Universidade Lusófona do Porto;0702;Psicopedagogia Curativa;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;7;;;1;1;;;;;;;;1;;;1;;;;;;;;;5;1;2;;;;;;;;;;91;24;20;30;7;;;;;;;13;1;3;2;1;0;0;0;0;0;0;0;20
4032;Universidade Lusófona do Porto;6386;Psicologia Clínica e da Saúde;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;1;3;;;;;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;;1;;1;;2;;;;;;;;;;;1;;;;;;;;;1;;2;1;;;;;;;;;5;8;13;17;0;0;0;0;0;0;0;2;2;3;4;6;17
4032;Universidade Lusófona do Porto;8163;Turismo e Gestão de Empresas Turísticas;L1;Licenciatura 1.º Ciclo;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;10;17;13;8;0;0;0;0;0;0;0;0;0;3;1;1;5
4032;Universidade Lusófona do Porto;8164;Ciência Política e Estudos Eleitorais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;3;6;;0;0;0;0;0;0;0;0;1;0;0;0;1
4032;Universidade Lusófona do Porto;8166;Gestão e Desenvolvimento de Recursos Humanos;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;2;;;;;;;;1;;;;;;;;;;;;;;;2;;;;;;;;;13;9;15;16;0;0;0;0;0;0;0;1;0;1;3;2;7
4032;Universidade Lusófona do Porto;8167;Línguas e Tradução;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;8;;0;0;0;0;0;0;0;0;0;1;0;0;1
4032;Universidade Lusófona do Porto;8313;Comunicação Audiovisual e Multimédia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;1;5;;;;;;;;;;2;3;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;11;17;26;0;0;0;0;0;0;0;0;1;3;6;6;16
4032;Universidade Lusófona do Porto;8378;Estudos Europeus, Estudos Lusófonos e Relações Internacionais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;1;4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;6;16;15;6;3;0;0;0;0;0;0;1;1;0;0;1;5;8
4032;Universidade Lusófona do Porto;9024;Ciências da Comunicação e da Cultura;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;1;;;;7;;;;;;;;;;;;1;;;;;;;;;2;3;1;;;;;;;;;1;2;1;2;1;;;;;;;;1;;;;1;;;;;;;;;1;;1;;;;;;;;12;12;34;20;15;0;0;0;0;0;0;0;3;5;4;4;10;26
4032;Universidade Lusófona do Porto;9024;Ciências da Comunicação e da Cultura;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;321;Jornalismo e Reportagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;34;20;15;0;0;0;0;0;0;0;0;0;1;0;0;1
4032;Universidade Lusófona do Porto;9078;Direito;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito;;;;;;;;;1;1;2;1;;;;;;;1;1;2;;2;;;;;;;;;1;1;4;5;;;;;;1;;;1;1;2;1;1;;;;;1;;;;2;;1;;;;;;1;;;1;3;4;;;;;;;70;28;46;52;68;61;46;0;0;0;0;3;0;1;4;10;11;11;2;42
4032;Universidade Lusófona do Porto;9081;Economia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;15;11;15;0;0;0;0;0;0;0;0;4;1;1;0;6
4032;Universidade Lusófona do Porto;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;0;0;0;0;0;0;0;0;0;1;0;0;1
4032;Universidade Lusófona do Porto;9099;Engenharia do Ambiente;L1;Licenciatura 1.º Ciclo;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;8;4;4;4;8;7;;0;0;0;0;0;0;1;0;1;0;0;1;3
4032;Universidade Lusófona do Porto;9119;Engenharia Informática;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;13;15;13;2;0;0;0;0;0;0;0;1;1;1;0;4;7
4032;Universidade Lusófona do Porto;9147;Gestão;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;1;1;2;2;;;;;;;;1;;;;;;;;;1;;3;1;1;1;;;;;;;6;24;32;29;21;20;27;0;0;0;0;1;0;3;3;3;2;2;5;19
4032;Universidade Lusófona do Porto;9167;Gestão e Engenharia Industrial;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;;11;15;17;8;9;9;0;0;0;0;0;3;1;1;3;0;0;0;8
4032;Universidade Lusófona do Porto;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;2;1;2;;;;;;;;;2;;;;;;;;;;;;2;1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;1;;;3;;;;;;;;52;37;25;33;52;51;0;0;0;0;0;0;1;0;4;9;3;2;19
4032;Universidade Lusófona do Porto;9238;Serviço Social;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;3;1;1;1;;;;;;;;;13;15;9;0;0;0;0;0;0;0;0;5;5;4;3;17
4032;Universidade Lusófona do Porto;9242;Solicitadoria;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;60;23;38;7;0;0;0;0;0;0;0;0;1;5;1;0;7
4032;Universidade Lusófona do Porto;9256;Urbanismo e Ordenamento do Território;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;13;1;;0;0;0;0;0;0;0;0;1;1;0;0;2
4032;Universidade Lusófona do Porto;9257;Arquitectura;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;6;4;12;14;6;19;0;0;0;0;0;2;1;2;2;6;2;1;16
4032;Universidade Lusófona do Porto;9295;Gestão;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
4032;Universidade Lusófona do Porto;9550;Segurança e Higiene do Trabalho;L1;Licenciatura 1.º Ciclo;800;Serviços;860;Serviços de Segurança;862;Segurança e Higiene no Trabalho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;6;3;6;0;0;0;0;0;0;0;0;1;1;3;0;5
4032;Universidade Lusófona do Porto;9615;Estudos Gerais de Arquitectura;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;12;13;;;3;0;0;0;0;1;1;0;0;0;0;0;0;2
4032;Universidade Lusófona do Porto;9794;Psicopedagogia Clínica;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;4;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;;;1;1;2;1;1;;;;;;;;2;;;;;2;;;;;;3;;3;1;;;1;;;;;;52;26;38;29;15;11;9;0;0;0;0;4;3;4;3;2;1;4;4;25
4032;Universidade Lusófona do Porto;M300;Psicologia Forense;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;6;10;1;11;0;0;0;0;0;0;0;2;1;0;1;0;4
4033;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja);0153;Direito;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;445;19;12;27;;;;;;;;1;0;0;1;0;0;0;0;0;0;0;0;2
4033;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja);0233;Engenharia Civil;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;93;18;12;8;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4033;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja);0491;Informática de Gestão;L;Licenciatura;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;70;5;7;6;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4033;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja);0501;Investigação Social Aplicada;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;;1;;;;;;;;;1;;;;;;;;;;;;226;18;7;8;;;;;;;;3;1;0;1;0;0;0;0;0;0;0;0;5
4033;DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja);0605;Organização e Gestão de Empresas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;;;;;290;18;7;11;;;;;;;;3;1;1;0;0;0;0;0;0;0;0;0;5
4050;Instituto Superior de Informática e Gestão;0293;Engenharia de Informática;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;397;11;7;18;43;10;4;;;;;7;0;0;0;0;0;0;0;0;0;0;0;7
4050;Instituto Superior de Informática e Gestão;0336;Engenharia de Sistemas Decisionais;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;;;;;;;;;320;;2;1;1;1;3;;;;;8;0;0;0;0;0;0;0;0;0;0;0;8
4052;COCITE - Coop. de Técn. Avançadas de Gestão e Informática (Setúbal);0293;Engenharia de Informática;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;14;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4065;Escola Superior de Educadores de Infância Maria Ulrich;0182;Educadores de Infância;B;Bacharelato;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;2;;;;;;;;;;;;9;;;;;;;;;;;;834;;;;;;;;;;;17;0;0;0;0;0;0;0;0;0;0;0;17
4065;Escola Superior de Educadores de Infância Maria Ulrich;0625;Educação de Infância;L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;5;1;2;3;2;4;;;;;;5;1;;1;;;1;;;;;;11;3;2;;2;2;3;;;;;;562;104;97;104;74;71;90;;;;;31;9;3;3;5;4;10;0;0;0;0;0;65
4065;Escola Superior de Educadores de Infância Maria Ulrich;2855;Educadores de Infância;L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;237;;;;;;;;;;;5;0;0;0;0;0;0;0;0;0;0;0;5
4065;Escola Superior de Educadores de Infância Maria Ulrich;2871;Educação Especial;L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1
4065;Escola Superior de Educadores de Infância Maria Ulrich;2874;Educação Especial - Problemáticas de Risco;L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198;40;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4065;Escola Superior de Educadores de Infância Maria Ulrich;6914;Educação Pré-Escolar;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;3;2;1;1;;;;;;;;;;;;1;;;;;;;;;1;2;2;;;;;;;;;;51;72;36;23;0;0;0;0;0;0;0;4;4;3;2;4;17
4065;Escola Superior de Educadores de Infância Maria Ulrich;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;2;;;;;;;;;;;1;;1;1;;;;;;;;;1;41;13;19;0;0;0;0;0;0;0;1;5;1;4;0;11
4065;Escola Superior de Educadores de Infância Maria Ulrich;9853;Educação Básica;L1;Licenciatura 1.º Ciclo;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;83;;47;3;52;0;0;0;0;0;0;1;0;0;1;3;0;5
4065;Escola Superior de Educadores de Infância Maria Ulrich;M335;Educação Especial: Intervenção Precoce;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;3;;;;0;0;0;0;0;0;0;1;0;0;0;0;1
4068;Escola Superior de Artes Decorativas;0030;Artes Decorativas;B;Bacharelato;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;6;;;;;;;;;;;;3;;;;;;;;;;;;460;;;;;;;;;;;14;0;0;0;0;0;0;0;0;0;0;0;14
4068;Escola Superior de Artes Decorativas;1008;Artes Decorativas;L;Licenciatura;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;;;;;;;;;;1;;;1;1;;;;;;;;3;;;;1;;;;;;;;95;25;23;25;21;;;;;;;10;1;1;1;2;0;0;0;0;0;0;0;15
4068;Escola Superior de Artes Decorativas;1008;Artes Decorativas;B;Bacharelato;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;1;;;;;;;;;;;;4;;;;;;;;;;;;182;22;20;16;;;;;;;;8;0;0;0;0;0;0;0;0;0;0;0;8
4068;Escola Superior de Artes Decorativas;2042;Arte e Tecnologia;L;Licenciatura;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;12;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4068;Escola Superior de Artes Decorativas;2045;Artes Decorativas Portuguesas;L;Licenciatura;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1
4068;Escola Superior de Artes Decorativas;2165;Design de Mobiliário Urbano;L;Licenciatura;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;76;;;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0;0;4
4068;Escola Superior de Artes Decorativas;2179;Design de Interiores;L;Licenciatura;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;21;;;;;;;;;;;8;0;0;0;0;0;0;0;0;0;0;0;8
4068;Escola Superior de Artes Decorativas;2775;Peritos em Arte - Mobiliário;L;Licenciatura;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;0;2
4068;Escola Superior de Artes Decorativas;6983;Design de Interiores;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;10;;7;0;0;0;0;0;0;0;1;1;0;1;0;3
